mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
-2.048116,-4.433181,0.159476,-1.177931,-1.686713,8.496022,-1.815443,1,1,0,0
-0.093429,0.445471,0.878294,-0.666024,0.025796,0.352833,1.527305,0,0,0,0
0.026728,0.305093,0.535485,-0.106309,0.554993,0.106402,-0.903948,0,0,0,1
-1.552192,1.433577,2.020355,-1.537103,0.097840,-0.357147,-0.922783,0,0,1,0
-0.094835,0.174656,0.673185,-0.796288,0.769264,-0.061370,-0.986275,1,1,0,0
-2.044204,1.250295,1.614437,0.446773,1.264239,-0.287145,1.794062,0,0,0,1
-0.776673,0.526594,1.072152,-1.211296,1.502586,0.302547,-1.295051,0,0,1,0
-0.871084,-0.875186,2.708816,-0.307621,-1.748874,0.131414,-1.335327,0,1,0,0
-1.164647,0.337352,0.972680,-0.017626,-0.416815,-0.580951,-1.516702,1,0,1,0
-0.905427,-0.057809,0.970468,0.432584,1.155509,-0.445602,1.848903,0,0,0,0
-0.218275,-0.104508,0.794919,-1.282765,1.115297,-0.078899,-1.223265,0,0,0,1
0.263477,-0.076009,0.424690,-0.555833,0.732402,0.787986,-0.587825,0,0,1,0
-1.688611,0.517300,1.198003,-0.860911,0.950334,-0.909520,-1.810397,1,1,0,0
-1.207227,-0.119077,0.299952,1.779985,0.099404,-0.256679,2.007641,0,0,0,0
-2.425373,0.314867,1.668847,-0.052087,0.772147,-0.858847,-2.028173,0,0,1,0
-0.655093,0.560943,-0.261593,0.437192,-0.216117,-0.248989,-1.189156,0,0,0,0
-1.069446,-0.276049,0.667305,0.534467,1.106386,-0.040179,-1.079682,1,1,0,0
-0.637129,0.333933,1.156509,0.302663,1.446784,0.325878,1.240907,0,0,0,0
-0.501534,-0.212203,1.738655,-0.738108,-0.835533,-0.388587,-1.222228,0,0,1,0
-1.484488,1.521624,1.688528,-0.469507,0.470004,-0.763969,-0.819120,0,0,0,1
-0.533619,0.631230,1.432598,-1.691305,-0.598999,0.207192,-1.164293,1,1,0,0
-2.011476,0.765481,2.022562,-0.222922,0.960492,-0.721183,1.664610,0,0,1,0
-0.201127,0.328036,0.970410,-0.027653,-0.602910,0.054371,-1.087120,1,0,0,0
-0.658971,0.404789,2.105721,-1.053066,-0.565663,-0.333546,-0.781005,0,0,0,0
-0.847184,0.077556,0.588374,0.631011,0.299697,-0.515089,-1.476589,0,0,1,1
-1.256840,0.406179,1.292692,0.331355,2.248609,-0.529084,1.588478,0,0,0,0
-0.268224,0.531511,0.411565,-2.034758,0.242070,0.442606,-1.089785,0,1,0,0
-0.159970,0.822736,0.795807,-1.912208,0.455612,-0.984947,-0.862795,0,0,0,0
0.396977,-0.747091,-0.488319,-0.184621,0.058094,0.216136,-1.040723,1,1,0,0
-0.688630,-0.376585,0.548888,1.278163,-0.269607,1.005108,1.811136,0,0,0,0
-2.712727,1.002262,1.093416,-0.580941,0.071312,-0.763419,-1.779722,1,0,0,0
-0.426124,-0.063820,0.557152,-0.193417,1.044213,-0.691814,-1.252684,0,0,0,0
-0.655188,-0.348654,1.053919,-0.010448,-0.102708,-0.195816,-1.264470,0,0,1,1
-1.631470,1.184301,2.122342,0.550509,0.043298,2.213667,1.835209,0,0,0,0
-1.603956,1.593804,2.058436,-0.844764,-0.372646,0.487812,-1.235942,0,1,0,0
0.148964,-0.548899,0.594296,1.868720,-0.343899,0.509163,-0.788233,1,0,0,0
-0.765322,0.518499,-0.437993,0.361344,0.854144,-0.892959,-1.208681,0,0,1,1
-1.299576,-0.018148,1.599148,1.326465,-1.093839,0.322381,1.873775,0,1,0,0
-1.126251,0.633543,1.489643,0.242862,-0.490240,-0.104223,-1.285246,0,0,0,1
-0.781408,0.578392,1.564575,0.416693,-0.463962,-0.155308,-1.058123,0,0,0,0
-0.839393,-0.365045,1.186552,-0.070980,-0.048559,-0.130852,-1.683484,1,1,0,0
-2.061824,1.007923,2.210018,0.996816,0.513837,-0.941320,1.935097,0,0,1,0
-1.128570,0.239586,1.905386,0.024842,-1.749047,0.341112,-1.306685,0,0,0,1
-1.785560,0.300745,1.942090,0.636096,0.981766,-0.846075,-0.938022,1,0,0,0
-2.071522,0.621801,1.855053,0.264435,0.917714,-1.024586,-1.671638,0,1,0,1
-1.332105,-0.174184,1.774625,1.088900,0.237763,0.279912,1.934393,0,0,0,0
-1.931827,-1.263707,2.933903,0.754445,-1.680347,-0.277401,-1.981479,0,1,0,1
-0.773378,0.548119,1.419852,-0.341216,-0.322419,-0.185436,-1.159623,0,0,0,0
-1.730869,0.201565,2.515210,-0.433191,0.246287,-0.545463,-1.365099,1,0,1,0
-1.182722,1.172456,1.335302,-0.077561,0.051915,0.346638,1.404933,0,0,0,0
0.220534,-0.414487,-0.157249,0.928404,-0.052232,-0.078360,-1.190187,0,0,0,1
-1.312407,1.714896,1.397011,-0.655510,0.448827,-0.297489,-0.868060,0,0,1,0
-0.540896,0.699430,1.655629,-0.822422,-0.648910,-0.403333,-1.092639,1,1,0,0
-2.280667,1.597284,2.192663,-0.126196,0.172252,-0.168867,1.607704,0,0,0,1
-0.392431,0.607502,0.474429,-0.755187,0.565699,-0.126165,-1.185160,1,0,0,0
-0.494198,0.039232,0.969094,-1.406604,-0.809998,-1.143776,-1.217427,0,0,0,0
-0.300862,-1.229703,0.737605,-0.546703,-2.337791,0.262550,-1.276168,0,0,1,1
-1.218733,1.321450,0.985197,-0.411636,0.584712,-0.135681,1.570576,0,0,0,0
-1.013454,0.853460,1.733029,-0.306237,0.121660,0.631956,-1.143475,0,1,0,0
-1.263288,0.979905,0.116204,-0.587152,0.662414,-0.623735,-0.871187,0,0,0,0
-0.794308,0.919634,0.909667,-0.980309,-0.486753,-0.317797,-1.265975,1,1,0,0
-0.612888,0.402783,0.639464,0.085955,0.397799,-0.453040,1.461481,0,0,1,0
-0.084304,0.176358,0.404291,-1.282336,-0.651692,-0.141817,-1.094135,0,0,0,0
-0.335222,-0.256651,0.825368,-0.243671,-1.478119,0.321235,-1.075163,0,0,0,0
-0.717941,-0.034661,0.964638,0.711645,-0.870993,-0.147672,-1.053743,1,0,1,0
-0.313591,0.382148,0.860620,0.602183,-0.419782,0.013926,1.538110,0,0,0,0
-1.742412,2.030044,0.382015,-0.633668,0.279034,-0.904600,-1.490924,0,1,0,0
-0.636204,0.640482,-0.064342,-0.489006,1.090260,-0.442472,-0.955395,0,0,0,0
-0.440426,1.127152,0.374059,-1.685674,0.220103,0.144084,-1.296735,0,0,1,1
-2.683430,1.526916,1.984452,0.034336,0.948535,-0.216747,1.968011,0,1,0,0
-0.370596,0.870102,0.044320,-1.206947,1.524343,0.487848,-1.316276,1,0,0,0
-1.040145,0.736448,1.059351,-0.890311,1.147664,-0.245307,-1.295650,0,1,0,0
-0.530760,-0.266570,0.253602,0.775675,1.603346,0.073396,-1.227127,0,0,1,1
-1.678483,0.931511,1.701814,0.803943,0.289488,0.039565,1.877042,0,0,0,0
-1.536427,0.943024,0.818075,-0.316408,0.522009,0.146219,-1.387472,1,0,0,0
0.047827,0.213437,0.382026,-0.419815,0.470446,0.277132,-0.685435,0,1,0,0
0.159458,0.196638,-0.915727,-1.160970,-0.527971,0.260317,-0.978613,0,0,1,1
-0.361656,0.037158,0.078860,0.563914,-0.247314,1.087678,1.912535,0,0,0,0
-1.743614,-0.000485,1.385673,-0.449540,0.683048,0.808264,-1.998997,0,0,1,0
-0.871127,-1.212348,0.823030,-0.617562,-0.153394,-0.537978,-1.698779,0,1,0,0
-0.825697,-1.000009,1.363776,-0.192590,0.758951,1.179726,-1.620614,1,0,0,1
-1.438781,1.540187,1.795880,-0.286839,0.195642,-0.014155,1.322751,0,0,0,0
-1.422604,1.761010,0.845142,-0.438278,0.399681,0.647498,-1.162478,0,0,1,0
-1.999259,2.142060,1.652342,-1.336807,0.401242,-0.650502,-1.005444,0,0,0,1
-0.814682,0.303117,1.180816,-0.440969,-0.306756,-0.055214,-1.362968,1,1,0,0
-1.101970,0.738654,1.298461,0.652458,0.869410,0.524007,1.513636,0,0,1,0
-0.817468,0.307830,1.498420,-0.489773,-0.209648,-0.078347,-1.162446,0,0,0,1
-1.174253,0.853824,1.975112,-0.490066,-0.255551,-0.289849,-0.937664,1,0,0,0
0.080008,0.367226,0.623597,-1.105609,-0.849278,0.064038,-1.041769,0,1,0,0
-0.762443,0.540703,1.574025,1.008145,-0.138164,-0.146317,1.437367,0,0,0,0
-0.272715,-0.208021,0.157420,0.445117,0.019753,-0.295470,-1.467689,0,0,0,1
0.631579,0.027460,-0.203691,-0.698065,0.306964,0.302567,-0.652643,0,0,1,0
0.118894,0.308890,-0.689241,-0.752355,-1.373297,-0.561006,-1.038431,1,1,0,0
-0.451422,0.371315,-0.274380,0.982075,-0.072519,0.453085,1.639204,0,0,0,0
-1.690833,0.766262,-1.261333,1.429802,0.463501,-0.594375,-1.819660,1,0,0,0
