subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,lane0,lane1,lane2,lane3
0,-25.757219,174.443924,-60.782494,44.265625,6.536988,0.954190,1,1,1,0
1,-6.558863,135.281616,-35.273220,59.527321,-17.164139,0.692097,0,0,0,0
2,-12.880495,142.602814,-42.247448,58.643478,-23.095997,0.871297,0,0,0,0
3,-31.928537,156.648117,-43.117966,56.742279,-18.162552,0.911032,0,0,1,0
4,-32.540066,162.111450,-71.405884,54.602875,-2.952337,0.668103,0,0,0,0
5,-41.873150,182.961700,-64.566071,57.718513,2.916712,0.587386,0,0,0,0
6,-62.767632,199.382660,-63.120323,49.343746,7.724482,0.456882,0,0,0,1
7,-55.212101,194.672028,-71.094475,54.287796,9.918470,1.015997,1,1,0,0
8,-5.522998,138.396805,-47.746574,58.432602,-25.634602,1.134157,1,1,1,0
9,-15.797459,132.606842,-49.313747,68.329269,-12.536068,1.048669,0,0,0,0
10,-6.558012,142.799469,-44.124649,61.709648,-20.585274,0.797690,1,0,0,0
11,-9.984980,147.816864,-48.609138,58.210316,-18.787933,0.872495,0,0,1,0
12,-28.522829,164.318604,-46.507183,58.437202,-2.852434,0.550688,0,1,0,0
13,-13.739681,161.338287,-55.708900,48.104851,-19.946117,0.984789,1,0,0,0
14,-54.732513,177.882401,-41.581123,62.764595,8.582935,1.097113,0,0,0,1
15,-19.932484,161.731873,-49.138268,47.366123,-15.930923,0.880140,0,1,0,0
16,-42.313030,179.271729,-51.675537,48.515335,1.371736,0.993381,1,1,1,0
17,13.687254,148.673721,-62.366608,55.127541,-24.852753,0.943402,0,0,0,0
18,0.313229,152.166168,-56.956322,57.619354,-29.374329,0.705939,0,0,0,0
19,-4.584335,156.326874,-64.255760,50.829521,-30.606186,0.856668,0,1,0,0
20,-15.935394,149.438446,-68.326546,48.700138,-18.823793,0.947891,0,0,0,0
21,-21.853443,160.486115,-60.711140,50.206535,-13.213398,0.588512,0,0,0,0
22,-15.923448,174.719833,-62.785187,34.369514,-13.788990,0.686680,1,0,0,0
23,-9.899072,162.627716,-61.333195,47.499039,-14.369227,1.023609,0,0,1,1
24,-1.664852,152.658844,-45.531757,60.530724,-26.540577,0.922419,0,1,1,1
25,-26.926311,139.561249,-48.083393,68.086121,-9.441119,0.802061,0,0,0,0
26,-19.541941,145.934433,-54.207325,62.404682,-9.137930,0.768397,1,0,0,0
27,-15.502509,126.624634,-38.390060,46.813683,-0.460304,0.631029,0,0,0,0
28,-31.551838,167.256378,-59.979958,47.728096,-2.779012,0.934372,1,0,0,0
29,-0.354126,123.896500,-28.686062,30.562080,0.188644,0.950130,0,0,1,1
30,-9.290114,132.479034,-31.500034,57.048943,-2.822046,0.586245,0,1,1,0
31,-11.888661,143.738113,-44.930717,58.327122,-8.782053,1.238233,1,1,0,0
32,-3.703973,143.301697,-44.935539,54.264420,-7.516648,0.819236,1,1,0,1
33,-18.434765,142.007751,-49.978973,55.964630,-14.323170,0.650607,0,0,0,0
34,-5.293962,150.916397,-51.561066,63.765114,-16.389732,0.676523,0,1,1,0
35,-30.352982,149.398132,-58.316959,53.408714,-14.820965,1.072779,1,0,0,0
36,-28.903507,159.797272,-69.490723,59.404831,-7.856032,0.754328,0,0,1,1
37,-38.047855,132.325272,-29.770796,49.654018,9.046395,0.830475,0,0,0,0
38,-40.612259,162.665222,-61.765182,34.745766,-1.855311,1.100457,0,1,0,1
39,-10.778144,150.055679,-44.732071,57.476143,-7.088232,0.682598,0,0,0,0
40,-25.706373,170.760483,-49.334541,52.454018,2.717131,0.642522,1,1,0,0
41,-11.664948,127.856735,-48.303730,31.778559,1.619961,1.070530,0,0,0,0
42,-15.662375,147.564804,-45.663399,37.198166,10.144080,1.064726,0,1,1,0
43,-5.529750,146.035767,-39.311203,41.545975,-3.729483,0.733233,0,0,0,1
44,-25.627466,161.214432,-51.101532,46.354805,0.068627,0.683622,1,1,0,0
45,-25.215305,132.094666,-22.533600,38.044022,6.792556,0.817910,0,0,0,0
46,-18.216671,154.851044,-43.342918,49.120010,-4.238990,0.586831,1,1,0,0
47,-17.738075,133.714890,-47.553970,45.367126,0.592613,0.789176,0,0,1,0
48,-49.303967,172.998535,-58.110573,49.795433,8.512547,1.020521,0,1,1,1
49,-21.344599,145.025970,-58.405331,57.433411,-15.462009,0.943831,0,0,0,0
50,-26.201361,158.221619,-54.955406,62.629173,-6.944824,0.669565,1,0,1,0
51,-21.149273,138.249268,-32.435516,37.843513,0.491259,1.131575,0,1,0,0
52,-24.291386,149.465210,-65.299225,34.531433,-3.403257,0.874532,0,0,1,1
53,-17.527098,138.312012,-48.793182,39.365635,-0.284747,0.840755,0,0,0,0
54,-29.678810,153.579285,-53.205032,40.646866,3.523420,0.891970,1,0,0,1
55,-20.948956,144.553223,-40.247696,47.608665,-4.149136,1.159755,0,0,0,0
56,-33.486443,162.179260,-22.956284,33.843491,11.040148,1.083585,1,0,1,1
57,-23.592424,151.750412,-53.651367,60.652901,-9.442369,0.835230,0,0,1,0
58,-30.997698,164.909454,-56.197750,51.844395,-16.265642,0.768258,1,1,0,0
59,-27.539660,157.390350,-57.583679,53.559238,-13.803635,0.849843,0,0,1,1
60,-0.244133,122.041542,-40.790955,55.442757,-7.135045,0.468890,0,0,1,1
61,-57.735035,148.759476,-39.621460,46.752716,-9.676886,0.517349,1,1,0,1
