subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,lane0,lane1,lane2,lane3
0,-373.569641,158.788300,50.998398,-24.456779,-36.936539,0.701286,1,0,1,0
1,-320.138245,213.240051,69.094917,-21.530073,-33.185158,3.367416,0,0,0,0
2,-341.595093,199.364349,79.537621,-9.459728,-31.054382,0.382142,0,0,0,0
3,-351.023010,185.430542,66.126175,-18.578453,-34.660107,0.385694,0,0,0,0
4,-342.418976,199.328400,81.925735,-6.189252,-30.271299,0.592543,0,0,0,0
5,-350.548523,192.536163,81.826965,-7.612967,-38.088535,0.290385,0,0,0,0
6,-351.789673,188.368713,74.071899,-13.688412,-36.554642,0.329307,0,0,0,0
7,-358.324768,185.530060,81.571526,-4.500621,-33.029305,0.266994,0,0,0,0
8,-358.819489,182.176117,74.388397,-10.404284,-33.124741,0.278943,0,0,0,0
9,-361.393524,180.432571,77.503372,-4.091508,-30.824171,0.422550,0,0,0,0
10,-367.491333,173.651840,72.486053,-11.279103,-40.247589,0.501339,0,0,0,0
11,-375.009644,169.972595,81.715363,3.231124,-31.042849,0.478434,0,0,0,0
12,-379.646118,164.158051,77.686279,1.843610,-29.249001,0.440828,0,0,0,0
13,-376.239105,169.332947,82.748001,4.752978,-29.576107,0.741687,0,0,0,0
14,-382.762268,164.858917,86.940025,12.491657,-24.167770,0.295965,0,0,0,0
15,-379.909607,168.507050,89.784065,14.531857,-23.309891,0.374037,0,0,0,0
16,-388.589966,158.711029,85.430206,14.523088,-22.392567,0.410474,0,0,0,0
17,-396.282532,151.840057,87.231476,22.780546,-13.874084,0.430508,0,0,0,0
18,-399.978210,146.034821,80.268524,15.557349,-19.318562,0.508234,0,0,0,0
19,-391.312042,156.039703,85.428177,17.126114,-17.931881,0.691004,0,0,0,0
20,-396.138275,149.703857,80.214050,12.728016,-22.638855,0.475101,0,0,0,0
21,-408.382111,136.112427,74.975563,14.412546,-19.701469,0.323769,0,0,0,0
22,-400.005859,144.964966,77.220863,11.588917,-22.457556,0.486560,0,0,0,0
23,-409.567596,133.988983,71.767624,10.262094,-23.585274,0.468066,0,0,0,0
24,-405.355255,141.595245,82.001068,20.310188,-16.821941,0.730174,0,0,1,0
25,-357.201477,175.910156,61.018143,-13.601060,-26.970314,3.999269,0,0,0,0
26,-376.127930,167.194275,79.638298,8.007360,-19.254536,0.164852,0,0,0,0
27,-375.348419,164.887589,72.443802,1.044144,-21.408800,0.312033,0,0,0,0
28,-371.269409,171.268478,77.388794,1.233588,-24.146683,0.470103,0,0,0,0
29,-372.760773,167.669037,72.075165,-1.955436,-22.551933,0.524158,0,0,0,0
30,-381.971191,159.369446,72.471848,2.619868,-19.460711,0.420300,0,0,0,0
31,-388.269562,154.091187,73.508400,5.219247,-20.846003,0.532313,0,0,0,0
32,-383.312286,158.929047,73.579666,1.535011,-24.887161,0.458625,1,0,0,0
33,-329.096283,204.083878,73.500931,-5.764024,-18.221695,3.225563,0,1,0,0
34,-334.149658,203.403809,75.053482,-10.270610,-23.135994,0.487613,0,0,0,0
35,-334.333008,201.240936,69.229691,-18.692280,-30.781116,0.548827,0,0,0,0
36,-333.989441,201.263153,71.883362,-10.240970,-23.759932,0.495713,0,0,0,0
37,-337.099091,202.353241,82.211685,0.326773,-23.577129,0.182174,0,0,0,0
38,-336.799530,203.145813,79.387894,-9.386082,-30.172993,0.795851,0,0,0,0
39,-341.196533,196.614960,75.816910,-7.254671,-29.171032,0.553463,0,0,0,0
40,-341.043762,196.661499,73.759811,-12.035416,-32.348728,0.570406,0,0,0,0
41,-346.189758,193.169250,78.439545,-1.268692,-22.592480,0.491168,0,0,0,0
42,-357.339050,183.163086,76.316696,-3.139933,-24.706209,0.365007,0,0,0,0
43,-362.264954,180.943573,82.618820,6.517636,-18.177752,0.426736,0,0,0,0
44,-362.712708,176.847443,72.482002,-5.133718,-25.722712,0.430294,0,0,0,0
45,-360.774139,179.198578,74.766891,-1.433492,-20.635502,0.753697,0,0,0,0
46,-360.674530,180.187500,77.138306,0.785367,-20.414089,0.440518,0,0,0,0
47,-368.326141,174.150757,76.774170,-2.519156,-27.656687,0.217101,0,0,0,0
48,-369.409637,171.547882,73.293747,-4.638261,-29.001940,0.590728,0,0,0,0
