subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,lane0,lane1,lane2,lane3
0,-139.659866,-19.594360,-43.197556,63.183411,-20.750189,1.028316,0,0,0,0
1,-41.977570,44.944405,7.883608,64.022026,-5.411834,1.330264,0,0,0,0
2,-54.808975,28.483610,14.751711,72.774475,3.658362,0.605104,0,0,0,0
3,-65.661194,34.459991,18.390965,71.623932,-1.359837,0.814447,0,0,0,0
4,-75.518593,39.423790,17.750177,65.472107,-2.852477,0.828121,0,0,0,0
5,-79.365067,53.651615,24.335554,69.290733,0.858335,0.824280,0,0,0,0
6,-87.793930,59.894173,15.323498,65.634819,-8.405700,0.707339,0,0,0,0
7,-97.143219,59.686172,6.420100,62.218796,-1.548817,0.612283,0,0,0,0
8,-104.188919,63.378208,16.794821,68.831665,-9.858479,0.765758,0,0,0,0
9,-102.387733,71.052002,10.742924,70.903793,-3.211340,0.820471,0,0,0,0
10,-106.695114,74.042648,7.361649,76.234619,-0.877783,0.709069,0,0,0,0
11,-113.801483,71.519653,-3.684886,68.036980,0.041119,0.858014,0,0,0,0
12,-121.509071,63.468487,-5.702861,71.764999,10.973712,0.819153,0,0,0,0
13,-120.603371,72.497940,-6.023555,75.917480,8.056578,0.759167,0,0,0,0
14,-114.599754,77.654861,-11.437815,74.719627,14.577999,1.085701,0,0,0,0
15,-118.927124,79.365356,-14.325615,73.012711,19.472446,0.785756,0,0,0,0
16,-120.308258,79.115738,-26.104408,61.377735,11.242453,0.786070,0,0,0,0
17,-115.704285,91.795990,-25.139437,64.422272,20.788527,0.971691,0,0,0,0
18,-123.128548,89.076126,-28.980064,62.227264,35.759064,0.701826,0,0,0,0
19,-126.425598,90.175896,-30.420803,64.434242,35.247330,0.849738,0,0,0,0
20,-131.285583,89.089981,-34.962231,61.285320,32.441914,0.710577,0,0,0,0
21,-142.439316,89.572281,-32.100182,62.715599,36.676739,0.578304,0,0,0,0
22,-125.460869,100.823929,-41.458862,50.138279,30.928341,0.999422,0,0,0,0
23,-140.295410,95.866760,-40.785576,51.381721,44.521648,0.572466,0,0,0,0
24,-143.026825,96.861916,-42.462379,54.395416,47.000000,0.875950,0,0,0,0
25,-143.372101,96.553291,-59.747925,33.582554,31.321926,0.787483,0,0,0,0
26,-148.815460,95.922501,-52.420326,36.514866,39.609234,0.711619,0,0,0,0
27,-138.843292,111.253624,-43.587051,43.908447,37.966885,1.028032,0,0,0,0
28,-137.668076,120.053703,-44.182648,35.350922,40.809204,0.716015,0,0,0,0
29,-138.560852,119.978989,-54.130890,28.211590,36.860165,0.897107,0,0,0,0
30,-140.800583,119.564041,-53.031128,22.421354,25.490200,0.602897,0,0,0,0
31,-147.411652,119.205330,-53.796284,21.408852,29.339539,0.821221,0,0,0,0
32,-150.874878,121.173248,-53.317287,18.158253,33.166878,0.711097,0,0,0,0
33,-149.458527,126.706505,-52.710533,19.427174,34.773739,0.759672,0,0,0,0
34,-156.868851,126.260559,-50.813400,17.274361,28.274895,0.719229,0,0,0,0
35,-155.270279,125.770447,-57.360699,8.603151,25.580648,0.457430,0,0,0,0
36,-155.021133,125.438339,-58.215462,1.935989,11.858843,0.872102,0,0,0,0
37,-165.357269,125.803925,-56.390236,4.380057,17.183094,0.738551,0,0,0,0
38,-165.166321,131.552811,-54.595612,-1.887978,13.220129,0.360925,0,0,0,0
39,-166.236786,132.287537,-64.088364,-9.161372,6.255046,0.659030,0,0,0,0
40,-167.766647,137.263153,-51.310547,-1.395357,12.057974,0.840123,0,0,0,0
41,-164.425140,143.830963,-43.111443,2.478721,12.610762,0.602049,0,0,0,0
42,-171.902512,144.588959,-49.928440,-1.899138,13.917541,0.793567,0,0,0,0
43,-164.521225,152.089417,-49.085659,1.306908,9.696202,0.674471,0,0,0,0
44,-169.262039,147.219025,-45.703773,-5.388888,3.154037,1.122344,0,0,0,0
45,-174.620895,148.828461,-43.676453,-6.950549,5.503661,0.715714,0,0,0,0
46,-177.197327,154.036575,-40.808907,-1.425460,4.274944,0.831888,0,0,0,0
47,-179.131622,161.824280,-34.750061,-0.360089,-2.503300,0.701254,0,0,0,0
48,-177.864258,153.234131,-42.843884,-10.409506,-11.420158,0.647100,0,0,0,0
49,-184.017151,154.149963,-37.956871,-8.530320,-4.129339,0.860335,0,0,0,0
50,-183.551758,162.064209,-36.023121,-6.926533,-6.341466,0.891231,0,0,0,0
51,-188.077713,162.805939,-35.770039,-6.635706,-10.066158,0.980550,0,0,0,0
52,-182.209488,174.586090,-25.534756,-0.021613,-6.050064,0.909869,0,0,0,0
53,-189.377991,167.775085,-31.177330,-0.567587,0.824281,0.618261,0,0,0,0
54,-196.686127,158.607269,-37.010811,-11.714578,-13.893852,1.031375,0,0,0,0
55,-196.442673,170.235855,-25.139791,-2.020925,2.756470,0.841011,0,0,0,0
56,-196.742050,175.893860,-21.735085,3.091700,-4.361350,0.936029,0,0,0,0
57,-195.990112,178.966583,-19.195784,3.076033,-5.648422,0.871136,0,0,0,0
58,-201.942368,172.357269,-27.993271,-1.017527,-7.308530,0.789398,0,0,0,0
59,-210.679321,177.908081,-19.091160,-1.255972,-4.902935,0.622996,0,0,0,0
60,-203.848175,183.298386,-22.208118,1.511185,6.850661,0.949487,0,0,0,0
61,-216.019363,177.291748,-12.422153,0.626124,-2.790445,1.144676,0,0,0,0
62,-212.402847,179.436096,-15.604422,1.922292,-2.162858,1.018766,0,0,0,0
