subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,spec_con0,spec_con1,spec_con2,spec_con3,spec_con4,spec_con5,zrc,lane0,lane1,lane2,lane3
0,-121.623131,107.355377,-29.968407,61.838776,-15.447218,0.924683,0.161248,14.464844,6.773535,19.415381,22.104759,15.860716,13.609844,0.041992,0,0,0,0
1,-111.264526,115.457397,-30.128273,50.975143,-16.392357,0.963125,0.171674,20.110993,8.933692,17.272357,21.062457,17.670033,13.776052,0.039551,0,0,0,0
2,-117.752464,106.692551,-35.769142,58.081932,-10.837743,1.038000,0.168873,17.827034,6.143939,20.992215,20.531833,19.098839,17.606156,0.032227,0,0,0,0
3,-109.025215,114.169029,-28.111717,53.111900,-19.782990,0.931152,0.151719,16.734498,8.136179,18.355815,16.757952,15.970599,15.011839,0.042969,0,0,0,0
4,-123.793831,100.083435,-37.667484,53.361393,-16.414001,0.762415,0.134301,18.403425,15.345676,18.170062,18.889449,22.808765,16.393045,0.047852,0,0,0,0
5,-117.004059,110.652008,-33.061394,50.968586,-17.401880,0.765727,0.127701,14.220990,16.949029,13.392134,16.937410,15.766788,16.210585,0.054688,0,0,0,0
6,-116.032570,111.218788,-28.633671,53.187660,-12.741270,0.862603,0.138098,19.467760,12.846941,16.243800,15.017908,14.588530,16.362919,0.048828,0,0,0,0
7,-116.640396,117.446518,-21.651941,53.939499,-18.471815,1.211227,0.143477,43.348143,6.842448,14.246095,17.267357,13.391902,13.436336,0.058105,0,0,0,0
8,-117.196777,105.899490,-34.361713,55.231842,-10.356736,0.776296,0.134581,13.693128,3.174754,13.080965,18.048023,20.887490,12.977377,0.056641,0,0,0,0
9,-116.023926,100.764420,-33.062885,55.204636,-11.049364,0.904783,0.128381,15.364836,8.756850,19.481687,15.697280,16.391145,13.539199,0.053711,0,0,0,0
10,-119.150803,100.642647,-37.645142,50.728573,-14.043550,0.824237,0.120239,13.730038,9.016842,11.642207,19.895098,15.996782,13.072511,0.062500,0,0,0,0
11,-121.118202,103.934708,-30.466953,47.745720,-14.649963,1.297795,0.117663,13.999651,14.370681,11.469227,15.394085,15.976344,15.867242,0.068848,0,0,0,0
12,-112.711884,110.447708,-31.799196,50.415760,-15.624748,1.070438,0.111288,15.299457,7.309102,13.551333,14.704967,16.100380,14.466228,0.061523,0,0,0,0
13,-121.180878,104.137703,-32.380577,57.336655,-13.042827,0.662341,0.098814,23.069759,2.101838,21.793792,16.612525,12.910457,12.476023,0.083496,0,0,0,0
14,-121.466972,104.848892,-29.563818,45.854378,-11.572350,1.311657,0.113668,20.129036,3.902092,13.497506,20.371752,14.737372,13.971341,0.077148,0,0,0,0
15,-117.385376,98.164742,-27.857178,57.461418,-6.093125,1.062970,0.138978,24.995503,14.135325,14.212375,26.066105,17.337839,17.356143,0.059570,0,0,0,0
16,-118.154739,112.455002,-22.410583,59.347504,-9.835358,0.877002,0.150020,18.472489,10.300034,19.869240,18.798508,13.888878,14.191878,0.051758,0,0,0,0
17,-121.400055,110.011261,-26.927753,54.200882,-7.003746,0.870716,0.159605,29.402517,14.059518,16.135284,19.248342,12.988121,13.841004,0.037109,0,0,0,0
18,-123.743034,105.876823,-19.228132,59.339386,0.827101,0.992615,0.172012,16.270595,8.186584,13.905423,15.498707,12.545660,14.730652,0.023926,0,0,0,0
19,-116.071770,105.202896,-25.714500,52.141472,-13.312525,1.279662,0.176954,14.567801,11.044935,12.711991,14.310800,12.169240,13.909343,0.023438,0,0,0,0
20,-115.425644,98.411392,-22.244209,56.741615,-9.927694,1.188580,0.177520,17.620518,14.097455,14.197465,16.990505,11.470736,15.037989,0.035156,0,0,0,0
21,-106.275719,113.787163,-32.024273,50.501625,-0.859314,1.077416,0.187379,15.414475,8.561363,16.089831,12.669821,13.848724,14.233384,0.030273,0,0,0,0
22,-104.778732,110.824799,-34.446190,52.133392,-7.370015,1.232578,0.184859,11.865622,8.890317,9.324906,14.212647,14.588570,13.228367,0.034180,0,0,0,0
23,-106.934944,114.258499,-26.805267,54.443398,-7.100953,0.413309,0.184431,14.743425,12.274190,20.095920,18.465498,15.790247,15.330899,0.029297,0,0,0,0
24,-113.547371,111.203568,-25.411583,54.824135,-5.422382,0.872282,0.187272,15.989636,7.668619,15.019657,17.936521,12.592980,14.675200,0.029297,0,0,0,0
25,-115.811043,112.632011,-22.299036,53.543453,-8.411381,0.996764,0.177819,14.465476,15.432710,14.267816,14.231431,12.433738,14.181325,0.023438,0,0,0,0
