mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
-3.129906,-0.690496,-0.435589,-0.239954,2.738814,0.820149,-2.377047,1,1,1,1
-0.664244,-1.102031,-0.578289,0.908251,-0.119594,0.759868,-0.869916,0,0,0,0
-1.208579,-2.403524,-0.479494,1.621752,-0.065627,0.121041,-1.349941,0,0,1,0
-0.324114,-1.368869,-2.609287,-1.345385,0.501476,2.336760,-1.168075,0,0,0,0
-0.910889,-1.081792,-2.355188,-1.812345,0.275328,0.262358,-1.364952,1,1,0,1
-1.099882,-1.761594,0.688097,2.459883,0.476241,0.585342,-1.178506,0,0,0,0
-1.222729,-2.382199,0.111521,2.516343,0.182854,-0.020750,-1.461724,0,1,0,0
-0.323758,-1.296233,-2.656695,-1.429992,0.041744,0.630225,-1.267861,0,0,0,0
-0.831904,-1.276314,-2.622694,-1.726879,0.326689,-0.485300,-1.403131,1,0,1,1
-1.220620,-2.277429,0.168666,2.867071,1.396414,-0.271725,-1.136726,0,0,0,0
-1.316244,-2.560054,0.095319,2.941452,0.593525,-0.312143,-1.504392,0,0,0,1
-0.280266,-1.210840,-2.440879,-1.491686,-0.051405,3.276591,-1.183313,0,0,0,0
-0.850103,-0.803303,-2.215897,-1.708838,0.015085,-0.514394,-1.497015,1,1,1,0
-1.139362,-1.991293,0.362401,2.610837,0.821277,0.646580,-1.253020,0,0,0,0
-1.538894,-3.126518,0.043169,2.801864,0.059309,-0.136028,-1.483090,1,0,0,0
-0.303029,-1.160326,-2.567190,-1.472467,-0.131062,0.828454,-1.322419,0,0,0,0
-0.752177,-0.907949,-2.178743,-1.762916,-0.126489,-0.742687,-1.393327,1,1,1,1
-0.704426,-1.453729,-0.851548,1.217365,0.491910,0.202489,-0.895984,0,0,0,0
-1.172838,-2.453874,-0.618162,2.026860,0.264164,-0.135748,-1.121104,0,0,1,0
-0.287022,-0.976043,-2.422511,-1.370907,-0.489893,2.144246,-1.077612,0,0,0,0
-0.880514,-0.785382,-2.402390,-2.164022,-0.087034,-0.363035,-1.503168,1,1,0,1
-1.056633,-1.823234,0.356085,2.539019,0.436057,0.263407,-1.242743,0,0,0,0
-1.393736,-2.771452,-0.109442,2.533838,0.028868,0.131357,-1.395886,1,0,0,0
-0.216398,-1.135871,-2.472686,-1.931180,-1.213159,3.774142,-1.114487,0,0,0,0
-0.770672,-0.835466,-2.322514,-1.819751,-0.626920,-0.456391,-1.335821,0,1,1,1
-1.129276,-1.979677,0.610979,3.122044,1.007847,-0.084291,-1.033600,0,0,0,0
-1.286069,-2.413240,0.419934,2.892467,0.176416,-0.367954,-1.479367,0,1,0,0
-0.291688,-1.128017,-2.512028,-1.646928,-0.887192,1.008899,-1.038999,0,0,0,0
