subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,spec_con0,spec_con1,spec_con2,spec_con3,spec_con4,spec_con5,zrc,lane0,lane1,lane2,lane3
0,-488.110931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.744290,8.283419,7.599336,7.599336,7.599336,7.599336,0.248047,0,0,0,0
1,-417.961639,39.343521,0.473727,15.566230,-11.390429,1.784909,0.002934,22.636891,10.254272,13.880483,20.856016,16.823735,19.673273,0.191406,0,0,0,0
2,-337.332733,77.832565,-26.035282,3.033975,-19.956490,1.686764,0.009461,31.918152,8.135899,17.314877,19.909298,23.513489,16.560039,0.098633,0,0,0,0
3,-288.053955,90.244003,-40.217049,8.228714,-23.737698,1.374264,0.016645,26.852145,5.351564,12.776541,19.415632,23.494936,17.806461,0.100098,0,0,0,0
4,-242.365891,94.849670,-44.650574,14.775531,-37.341217,1.408803,0.029298,23.984663,7.600927,13.483945,17.882927,22.161167,18.668782,0.098145,0,0,0,0
5,-212.870773,94.028763,-48.360588,28.731438,-36.579967,1.199603,0.037538,28.524219,9.711010,15.804885,16.865586,21.911198,21.067217,0.114746,0,0,0,0
6,-185.786224,90.841766,-39.115875,29.295074,-42.875084,1.047952,0.046662,28.274548,8.139686,18.924226,22.635243,20.555972,18.020860,0.118652,0,0,0,0
7,-171.820343,94.948959,-40.381901,32.830399,-54.438717,1.101666,0.056916,28.463409,8.203703,14.272055,21.411820,21.818157,17.780905,0.123535,0,0,0,0
8,-154.599976,81.414986,-37.869236,42.926880,-48.325935,0.499058,0.056539,29.802006,8.066188,10.223458,22.488588,23.417450,20.325661,0.161133,0,0,0,0
9,-127.964554,80.128716,-45.711933,31.007048,-56.071480,1.014005,0.068118,28.117640,8.187169,15.300876,18.753851,17.317482,17.392827,0.185547,0,0,0,0
10,-116.844398,76.513260,-50.559769,31.523369,-52.907040,0.899977,0.074671,30.130200,7.902799,14.281242,14.122877,17.877892,19.805583,0.183594,0,0,0,0
11,-102.596558,78.779388,-44.215282,34.431034,-54.185715,1.168873,0.087186,30.679567,7.211646,12.650375,18.195573,18.758203,18.293604,0.180664,0,0,0,0
12,-90.997864,81.691330,-54.453094,29.226162,-58.375465,1.061793,0.092306,40.572843,5.932241,12.882655,14.147518,14.293707,21.057779,0.199219,0,0,0,0
13,-75.207504,65.210045,-55.383881,25.845823,-50.731491,1.118045,0.113762,25.367154,6.313232,15.119087,16.428945,15.377695,16.929605,0.205078,0,0,0,0
14,-48.024315,64.963417,-44.258804,32.140820,-50.702080,1.378076,0.153107,35.401390,9.240657,10.744457,11.708875,14.925407,20.815349,0.218750,1,0,0,1
15,-28.563969,101.231873,-26.053963,49.456230,-37.791321,2.549902,0.295188,15.240272,12.966050,10.982617,16.303026,11.610800,16.997188,0.074219,0,1,0,0
16,-28.698639,90.390114,-46.638992,32.504410,-24.836533,1.324518,0.243450,22.593463,8.532080,10.352777,16.230682,12.084475,14.138563,0.107910,1,0,1,1
17,9.300075,119.565437,-32.538231,51.939362,5.603453,1.730457,0.486408,16.706290,8.652084,14.985349,12.702597,12.890721,16.884241,0.065918,0,0,0,0
18,0.324222,114.059128,-45.572384,53.892632,-9.145883,0.764291,0.491390,30.299188,7.115542,13.747888,14.922508,13.845780,15.471411,0.036133,0,0,0,0
19,-3.377131,123.813782,-59.988285,45.929115,-5.771299,1.087686,0.394778,15.848979,8.490972,8.966142,14.083223,15.293211,17.631531,0.066895,0,0,0,0
20,-12.098351,119.425751,-62.326241,51.131844,-6.191672,0.783168,0.282089,11.257031,6.060537,20.330702,13.570771,15.826160,18.416096,0.090332,1,0,0,1
21,-15.470519,142.258423,-51.640965,51.396515,13.556171,0.910600,0.254865,8.923082,9.042313,13.107167,11.691563,14.033466,18.663108,0.097656,0,0,0,0
22,-26.446522,139.241425,-76.632812,47.767403,-2.357510,0.703020,0.215983,8.325345,6.441525,9.801022,14.802694,16.211092,17.538517,0.103027,0,0,1,0
23,-22.693670,137.982758,-77.215622,39.686844,-13.227912,0.904742,0.229777,30.294078,9.441643,11.841181,12.294708,16.242425,16.558045,0.101562,0,0,0,0
24,-46.884163,140.966705,-78.901077,44.041344,-10.226957,1.025714,0.220264,20.277178,12.713947,14.649698,12.029976,16.632837,18.118924,0.096191,1,1,0,0
25,-25.561277,150.134445,-75.390984,42.590981,-5.969244,1.716908,0.241845,21.003990,15.860203,8.630818,14.522064,13.356482,21.643528,0.098633,0,0,0,0
26,-53.055428,141.701019,-88.923279,45.896576,4.302356,0.715710,0.199511,35.859192,9.843324,10.961098,18.577062,14.053863,17.899426,0.112305,0,0,0,0
27,-52.623047,146.169052,-84.486069,51.100723,-5.032810,1.011885,0.209696,15.335521,8.209378,9.612584,28.072520,16.907940,19.277234,0.119141,0,0,0,0
28,-58.154934,145.533569,-92.286942,48.829407,0.233901,0.442302,0.209518,20.904581,6.419494,19.627736,15.152842,18.768809,20.989493,0.123047,0,0,1,0
29,-52.198120,139.525848,-84.660782,47.844292,-0.471125,1.043836,0.193931,20.860766,11.531914,13.768452,16.996004,13.729227,15.840145,0.114258,0,0,0,0
30,-64.628929,153.241699,-98.125397,51.689651,9.567950,0.754480,0.202131,17.927350,10.176365,23.972296,15.587178,19.850081,17.596423,0.113770,1,0,0,1
31,-40.575153,144.560730,-74.986443,57.021606,0.314639,1.790609,0.219546,28.009376,8.353387,16.528975,13.051359,20.018588,17.966278,0.098633,0,0,0,0
32,-64.956390,158.220932,-86.605530,56.646431,3.812000,0.881091,0.204587,25.137455,4.246606,12.909866,16.728252,16.832305,17.351577,0.112793,0,1,1,1
33,-49.333046,167.676712,-67.437843,66.540863,6.627809,1.600519,0.265955,23.294934,6.758116,7.881929,17.393381,22.472382,19.834927,0.083984,0,0,0,0
34,-80.642891,170.763916,-62.196819,69.379959,4.723475,0.966580,0.223842,19.275823,8.518694,12.208981,18.440495,22.057793,23.645222,0.098633,1,0,0,0
35,-72.020844,165.537506,-58.892921,67.781075,7.962963,1.187749,0.237934,24.369105,5.972182,10.561500,13.900511,18.584627,23.722119,0.085449,0,0,0,0
36,-90.063507,158.719482,-75.545998,63.581944,-0.221390,0.646850,0.177551,20.294049,6.179295,9.382048,19.960470,17.717208,24.813158,0.116211,0,1,0,1
37,-46.525764,146.962402,-61.607849,50.643471,-1.181916,1.242806,0.225359,40.037210,12.752316,10.826103,12.882173,16.643589,14.866628,0.095703,0,0,0,0
38,-76.483788,166.155396,-70.560776,44.091354,-1.858832,0.442438,0.185205,18.107593,5.086758,22.385149,22.364503,20.734665,19.053447,0.084473,0,1,0,0
39,-58.530655,168.232071,-84.069847,49.234055,3.650662,1.673789,0.227839,21.813246,9.040541,12.602328,11.272461,16.857818,19.165657,0.093262,0,0,0,0
40,-77.908394,170.091003,-75.325241,48.881073,-6.984469,0.583883,0.188219,29.133682,6.426239,14.229743,14.087716,17.276518,23.472662,0.107422,1,0,1,0
41,-16.239437,146.117935,-74.902390,35.398727,-11.249809,1.421760,0.254183,23.450745,6.677600,8.683150,21.006053,13.689224,18.614130,0.083008,0,0,0,0
42,-67.206253,166.115845,-76.184113,49.270473,-0.824167,0.723375,0.212159,25.980078,8.220352,20.131883,20.722683,18.770777,25.519673,0.088867,0,0,1,0
43,-54.022102,171.651215,-74.944191,49.198380,-2.672609,1.174835,0.255672,23.681667,13.364818,13.685661,22.102198,16.522598,20.171634,0.082520,0,0,0,0
44,-84.073845,157.296799,-87.837967,46.696632,-1.550093,0.612373,0.201100,10.908847,7.156990,17.681532,20.684274,16.047858,19.523348,0.090820,1,1,1,1
45,-20.052237,164.349167,-41.737289,65.174492,-11.255599,0.758901,0.421165,12.442722,4.457951,8.613503,19.578309,10.846570,17.480460,0.045898,0,0,0,0
46,-36.134712,145.629669,-52.024231,79.378189,-5.036949,1.070508,0.482951,19.227588,9.411266,10.717324,17.460753,15.479149,15.002892,0.025879,1,0,0,0
47,-32.207741,159.054138,-55.034019,59.487942,0.185009,1.415841,0.408899,12.829063,11.274639,13.568893,16.078060,15.124036,19.397353,0.035156,0,0,0,0
48,-69.343544,170.139359,-73.576988,69.039368,20.452190,0.818654,0.265269,10.173562,6.788510,15.914422,14.147697,20.062960,20.465031,0.062988,1,1,1,1
49,-3.353211,155.340240,-43.006207,71.185867,-8.932319,2.996134,0.470835,16.033873,9.611896,10.034100,12.331660,17.905217,14.446994,0.057617,0,0,0,0
50,-23.922205,125.322128,-50.966232,77.741837,-1.086451,0.896578,0.486602,17.976308,5.329308,13.132659,13.257358,12.079656,17.822307,0.027344,0,0,0,0
51,-24.605635,133.988525,-57.798328,70.051826,-11.169584,1.139565,0.385218,15.441555,6.564868,13.719332,18.542176,16.734874,18.922120,0.057617,0,0,0,0
52,-36.978771,132.128479,-59.692955,66.284912,-8.155109,0.712912,0.313058,9.985866,4.574824,9.473220,19.872469,22.809551,21.381043,0.091797,1,0,0,1
53,-46.743053,141.847336,-67.466919,63.982155,4.280173,1.004425,0.202865,9.459665,9.930819,7.612248,12.894537,13.220173,19.554150,0.102539,0,0,0,0
54,-48.287872,144.190002,-70.201660,61.612228,-2.449722,1.289163,0.220388,12.565430,6.688178,15.264059,18.788228,17.173048,14.653015,0.090332,0,0,1,0
55,-53.998753,152.332703,-79.538086,63.218346,0.378493,1.354404,0.216034,17.068884,9.496198,11.608534,16.807295,17.668543,18.239889,0.105957,0,0,0,0
56,-63.325291,143.045898,-92.270706,56.217270,-3.291970,0.792678,0.192715,33.672807,6.904999,20.107105,12.092965,18.769005,16.576300,0.120605,1,1,0,0
57,-36.689419,145.283234,-83.345413,42.857979,-1.488833,2.568349,0.228779,15.307723,9.122106,6.910479,14.329980,14.696641,18.267008,0.109863,0,0,0,0
58,-65.438728,158.680756,-91.957062,53.536934,9.742340,0.670610,0.190443,21.397686,9.153843,12.273809,14.162696,17.214443,17.843305,0.099121,1,0,0,1
59,-47.748734,158.277435,-81.064392,49.930122,0.267359,1.861721,0.253843,20.403088,12.427712,17.027020,15.196339,19.975526,16.424478,0.101562,0,0,0,0
60,-62.535641,159.822235,-98.275185,53.006390,3.079647,0.639550,0.226042,24.868320,14.729916,18.148385,18.065268,13.259964,20.677311,0.100098,1,1,1,0
61,-22.682745,148.969910,-56.952408,46.101959,-6.504861,0.962149,0.265462,19.466107,5.531153,6.760354,14.541634,15.427928,14.247665,0.077637,0,0,0,0
62,-57.374744,171.286346,-77.116295,59.009071,2.252203,0.608915,0.207143,15.523870,13.709506,10.365335,14.778281,14.561480,20.546422,0.083496,0,0,1,1
63,-38.683651,158.839966,-73.024246,56.837631,0.911933,0.841674,0.245281,16.368085,6.963601,12.353333,14.922670,14.749476,19.000814,0.103027,0,0,0,0
64,-60.417336,169.698364,-85.131302,58.177925,8.944999,0.791611,0.230498,24.288340,5.688079,15.396259,17.437002,18.601049,19.991730,0.110840,0,1,0,0
65,-36.343475,167.239731,-81.794266,50.630058,-5.994073,1.418616,0.232228,24.259377,9.497971,10.221532,15.414617,18.515374,17.936535,0.095215,0,0,0,0
66,-67.917480,169.209015,-84.862961,55.609535,4.067820,0.501818,0.218816,17.820555,7.419128,16.500111,13.563936,16.517132,19.591140,0.087891,0,0,0,1
67,-58.916420,162.644394,-82.839256,63.609322,3.730167,1.112031,0.213376,16.176149,10.887760,13.628983,17.083269,20.666112,21.065768,0.103027,1,0,0,0
68,-65.974518,157.764099,-83.960640,53.903915,-0.886933,0.620463,0.215406,15.578384,7.461766,21.217238,17.642402,17.497034,20.090822,0.110840,0,1,1,0
69,-36.539719,155.203033,-78.986115,48.616249,-2.310526,0.903656,0.225492,17.663183,12.819777,8.945932,7.678073,12.063019,14.234217,0.090332,0,0,0,0
70,-61.918114,165.510437,-89.555649,46.619038,-2.626629,1.159082,0.187045,21.130634,8.772086,8.636667,18.654913,13.903937,16.593793,0.102051,0,1,1,0
71,-33.932949,151.093887,-67.781799,54.927616,-12.545301,1.047269,0.260209,28.422128,17.387860,10.090859,14.824573,17.705790,16.095503,0.088379,0,0,0,0
72,-54.439713,165.079254,-85.463150,52.119270,0.197014,0.948053,0.221773,20.083374,9.333105,17.404085,16.642672,14.914294,17.308803,0.098633,1,0,0,1
73,-11.114655,149.067505,-86.356613,36.869011,-3.199378,1.814893,0.266361,15.672359,9.094038,14.408766,16.263326,13.076142,20.680153,0.088867,0,0,0,0
74,-84.100395,164.595306,-85.758316,39.390026,1.056152,0.811223,0.179953,21.641940,9.815981,21.372660,14.235769,16.516991,20.118433,0.095703,1,1,1,1
75,-0.919393,132.103455,-46.363617,67.758163,9.485491,1.801544,0.448181,17.769220,6.063191,15.153964,14.941058,15.713585,14.840731,0.047852,0,0,0,0
76,-9.375109,122.368042,-51.509789,62.669891,-8.699584,1.220800,0.496109,19.791380,8.501491,13.390194,10.405771,17.553623,15.765388,0.036133,0,0,1,0
77,-43.942142,141.338455,-54.587173,50.635910,7.214019,1.293390,0.386848,17.977182,11.166668,13.148459,20.461988,13.693217,16.472310,0.047363,0,0,0,0
78,-61.248569,172.777374,-82.643700,58.050781,4.958251,0.953953,0.294236,8.949891,7.470272,8.160938,18.074922,16.803407,21.169122,0.070801,1,1,1,1
79,-12.207151,142.521362,-30.533249,66.515976,-1.958325,0.679656,0.472666,14.016020,8.073657,7.516474,15.697177,10.834751,17.494908,0.036133,0,0,0,0
80,-20.691872,117.238083,-40.928383,66.164932,3.135126,0.795323,0.499723,14.841593,11.575421,8.787059,18.078652,22.754800,19.597365,0.035156,1,1,1,1
81,-6.536023,147.291794,-49.972771,70.668350,-4.976744,1.134206,0.444874,16.742919,6.462395,9.276718,8.085204,15.809714,18.352145,0.050781,0,0,0,0
82,-16.589823,123.782150,-48.512600,72.478165,-10.277473,1.056787,0.486431,15.206345,10.130648,8.742183,14.634903,15.243859,18.950602,0.043945,0,0,0,0
83,-21.741488,129.138275,-52.036095,69.952209,1.691061,0.988189,0.402515,14.227552,7.974781,10.580278,22.104672,17.263017,21.094438,0.041504,0,0,0,0
84,-39.259644,124.547897,-55.251022,74.251534,0.320286,0.598089,0.284765,8.284930,7.966419,18.429204,20.032142,19.127394,21.700229,0.093262,1,0,0,1
85,-30.442675,146.407211,-67.972763,64.946060,6.111342,1.944927,0.254620,12.725001,5.368758,13.807542,21.596531,17.621795,16.812564,0.100586,0,0,0,0
86,-43.778385,137.354492,-83.630013,60.517838,-2.268734,0.879432,0.196234,6.229178,7.944885,14.636983,15.784032,13.685750,19.764023,0.118164,0,1,1,0
87,-38.372925,147.128143,-75.542686,60.602428,-8.394883,0.953507,0.235381,30.558583,8.077822,11.558675,18.020992,17.731832,18.829681,0.105957,0,0,0,0
88,-49.585495,149.050323,-86.653122,54.095615,0.146657,0.840884,0.209292,25.646127,6.104708,12.572989,15.630857,16.379162,19.878343,0.109863,0,0,1,1
89,-54.015507,161.125336,-95.651520,45.733353,4.780540,1.334844,0.231823,15.200129,9.354489,7.957824,15.941170,16.972155,16.051083,0.112793,0,0,0,0
90,-62.170078,155.892731,-103.357018,49.943192,8.145223,0.978201,0.229250,18.472880,14.529636,11.275510,19.803819,17.696711,15.115506,0.109375,1,1,0,1
91,-16.152411,153.783844,-66.552032,54.061745,0.350893,2.378862,0.325615,23.864492,10.935272,16.880038,16.971570,16.626723,18.641828,0.070312,0,0,0,0
92,-58.337803,166.023224,-88.348053,54.140198,4.787910,0.741580,0.229621,17.332074,8.998261,14.869578,18.470468,15.002152,18.766025,0.092285,0,0,1,0
93,-37.304485,165.459000,-83.888107,52.691856,3.816082,1.401240,0.233616,22.462020,6.417158,14.656217,13.976105,14.748379,19.312130,0.093262,0,0,0,0
94,-67.289070,163.202759,-97.228683,55.441887,16.948521,1.073888,0.218894,20.801652,9.007006,14.278093,19.902870,14.638837,17.311997,0.091797,1,1,0,1
95,-24.732616,168.681961,-75.969955,50.061325,-2.958689,0.820209,0.331095,20.449810,10.981390,10.539321,9.365316,15.688964,21.628938,0.083496,0,0,0,0
96,-53.971355,173.909546,-91.850311,57.032684,8.494828,0.615401,0.210728,18.162845,5.689483,6.697044,10.382617,13.533054,18.020148,0.104004,1,1,1,1
97,-5.618799,142.269684,-54.810555,72.032104,-5.890434,0.987141,0.428603,16.703460,9.535543,9.878727,12.925039,17.651067,16.687884,0.051758,0,0,0,0
98,-11.806944,126.293739,-50.598991,75.132439,-10.530237,0.832179,0.509619,16.970128,5.195424,12.928694,15.739665,13.764231,16.376684,0.040039,0,0,0,0
99,-14.129129,122.598450,-55.357170,68.149757,-11.594104,0.903907,0.385579,18.020340,6.918822,10.940904,14.591502,15.614332,16.769321,0.058594,0,0,0,0
100,-28.699406,118.132538,-57.360100,62.920143,-12.500368,0.699483,0.287840,16.874378,8.339591,18.355364,16.790589,17.559999,16.811221,0.084473,0,0,1,0
101,-17.496361,139.500092,-58.779144,55.008820,-16.359978,1.702658,0.230679,6.249525,5.609201,11.693880,13.242527,15.794152,14.678911,0.105469,0,0,0,0
102,-39.097431,132.290588,-55.146641,54.446167,-10.184446,0.573851,0.197183,8.365947,5.375224,14.944169,15.168812,14.049533,18.151828,0.105957,1,0,0,1
103,-23.583080,124.493912,-65.375854,52.444328,-7.771280,1.770802,0.253692,30.347954,11.148292,13.493341,12.390412,15.687520,21.513840,0.117188,0,0,0,0
104,-47.644047,134.171082,-67.448563,48.927689,-19.316250,0.731371,0.190091,21.049023,8.935877,13.215983,12.758345,17.303999,19.266106,0.109375,1,0,1,0
105,-23.345245,145.068726,-84.724556,38.943806,-9.663637,1.446681,0.246102,15.518599,5.394937,9.559607,15.677511,16.286821,18.650815,0.113770,0,0,0,0
106,-43.605686,146.458221,-77.646317,46.937580,-6.373583,0.713758,0.209414,21.826461,4.648620,23.189695,15.093992,17.168477,16.558499,0.116699,0,1,0,1
107,-13.044187,138.655441,-70.757385,52.468658,-10.537792,2.655130,0.262597,20.223641,16.202054,13.998812,14.446101,13.545789,15.790669,0.100098,0,0,0,0
108,-50.539673,147.114746,-82.833473,47.511459,-3.629262,0.494163,0.214071,20.824789,8.724975,17.820709,10.975833,17.837825,24.181890,0.113770,1,0,1,1
109,-34.350887,170.767548,-74.304932,49.600662,-3.568455,1.576192,0.268382,19.915202,10.290524,8.847617,8.793725,14.508597,15.510413,0.088379,0,0,0,0
110,-53.833336,162.078842,-77.521255,55.173187,-0.320796,0.609411,0.219690,19.089159,6.941840,10.121677,21.575730,15.887335,18.687068,0.089355,0,0,0,0
111,-49.269878,163.485138,-76.789825,48.067444,-0.454768,0.954108,0.217302,36.479630,9.226762,13.496461,12.490920,19.944609,16.127776,0.103516,0,0,0,0
112,-63.289433,156.115326,-84.683868,51.773129,2.265419,0.611092,0.185049,22.532432,6.365702,12.110202,13.937734,16.314339,19.940498,0.105957,1,1,1,1
113,-9.697691,160.545273,-45.625023,69.073708,-6.799920,0.700408,0.430387,12.608956,9.739750,9.025599,17.782139,16.488881,16.328974,0.060059,0,0,0,0
114,-20.974918,133.626770,-60.189518,69.561249,-11.729723,0.877269,0.507205,18.545902,10.011053,14.762492,11.992379,13.518208,16.265575,0.043945,0,0,0,0
115,-24.257980,133.767059,-57.235653,65.969307,-16.910046,0.740358,0.388280,20.063284,7.533009,10.481399,18.705475,24.064418,19.029618,0.059570,0,0,0,0
116,-31.522385,128.693481,-60.808064,64.331940,-6.784266,0.664769,0.305666,8.717125,3.202990,10.631460,13.794785,21.069943,16.074243,0.103027,0,0,0,1
117,-38.699692,151.385559,-74.697662,61.949841,2.884296,1.417944,0.224894,9.157811,14.956308,11.576903,13.452155,13.917150,18.639148,0.105957,0,0,0,0
118,-63.141735,143.094162,-79.836441,61.596516,7.429326,0.786679,0.190257,7.486446,12.102365,16.377551,14.012139,15.838177,15.772354,0.100586,0,0,1,0
119,-39.155289,154.042694,-79.409821,57.781296,-0.942537,1.206763,0.216778,22.244181,7.038365,11.566160,14.455836,17.566513,21.071738,0.115723,0,0,0,0
120,-53.023911,144.417847,-89.595932,57.383537,-4.063591,0.686341,0.201970,21.554526,13.784217,14.488718,13.640658,19.441075,18.391690,0.124512,1,1,0,0
121,-41.797131,165.785675,-93.971199,44.709221,-2.534152,1.347478,0.224975,17.416851,5.010368,16.747769,14.519677,19.289581,16.777099,0.106934,0,0,0,0
122,-54.123070,160.398438,-87.022942,53.651348,1.409053,1.014643,0.220456,23.094708,9.232615,12.183377,14.817875,16.671782,19.284456,0.101562,1,0,0,0
123,-45.665081,142.768158,-91.698456,51.008003,-1.602171,1.118779,0.212128,24.322871,10.189750,9.597969,13.974179,15.730072,20.111854,0.117188,0,1,0,0
124,-49.721561,151.013885,-94.889069,51.885605,-1.277577,0.830954,0.223492,15.721064,9.435401,11.585042,14.017440,20.132435,19.775358,0.119141,1,0,1,1
125,6.902886,145.404999,-44.676003,61.350319,3.212384,1.821064,0.430660,13.919988,10.658224,10.757405,16.409026,14.649891,16.021120,0.058105,0,0,0,0
126,-16.939974,129.848495,-55.424461,80.546585,-3.405550,0.654972,0.485101,18.706631,9.834612,10.760461,12.293063,17.163767,16.416721,0.044922,0,0,1,1
127,-0.165226,129.555115,-68.934715,68.764595,-10.892046,2.179994,0.417020,13.734175,6.650705,6.544437,11.383451,12.680841,17.283653,0.063477,0,0,0,0
128,-22.285248,133.601562,-71.865784,67.939789,-6.588986,1.069653,0.280528,13.883080,8.909040,9.136790,20.863679,12.065898,15.552924,0.102051,1,1,1,1
129,-15.643930,148.833771,-51.905361,69.477730,-3.179013,1.489829,0.431534,25.455400,5.750522,11.547576,12.020551,17.391504,15.902616,0.044922,0,0,0,0
130,-28.845713,138.693817,-59.970474,73.993790,0.016719,0.949285,0.490534,24.550510,5.554572,9.963367,11.130259,17.578323,20.445571,0.036133,0,0,0,0
131,-34.403259,153.822449,-63.222031,72.779129,9.611208,1.150070,0.408659,13.685619,7.941339,18.750548,12.600578,15.055361,17.931290,0.043945,0,0,0,0
132,-48.801468,152.348267,-72.893494,70.242294,12.379297,0.843345,0.298804,10.308987,7.334931,13.104866,12.544984,15.633603,20.716439,0.080566,1,1,1,1
133,-20.017179,143.544189,-59.884125,65.667427,8.517283,2.728164,0.426696,12.908235,8.457776,9.687731,15.420264,13.665593,16.381926,0.056641,0,0,0,0
134,-25.683704,137.846619,-61.786522,71.412651,0.469337,0.995507,0.497309,15.244518,9.521912,11.159765,10.634114,14.103929,15.598640,0.036133,0,0,0,0
135,-45.789597,151.065430,-84.478233,59.436005,8.220805,1.361442,0.394274,17.707584,7.447332,13.050432,11.748307,12.690358,19.797017,0.041016,0,0,0,0
136,-51.704220,139.130005,-65.322556,56.347645,-5.181715,0.889088,0.254699,14.801661,11.520261,11.795831,16.487539,15.204174,15.654186,0.052734,1,0,0,1
