subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,lane0,lane1,lane2,lane3
0,-134.861343,16.008537,-108.727081,53.495911,-46.154434,1.294454,1,1,1,1
1,19.224340,74.516159,-30.186111,53.299942,-24.179977,0.790830,0,0,0,0
2,-17.619719,78.739105,-29.386320,70.150833,-44.781990,0.892164,0,0,0,0
3,-25.161802,73.043213,-26.479855,77.229309,-44.619976,0.808194,0,0,0,0
4,-37.249363,76.529533,-25.652630,82.838028,-39.130466,0.948376,1,0,0,0
5,-38.558163,72.762253,-45.900574,79.853897,-34.009514,0.440093,0,0,0,0
6,-50.144737,72.067398,-37.578232,84.137177,-19.395840,1.023602,0,0,0,0
7,-51.129433,79.079361,-44.838436,71.734772,-15.449802,0.715052,0,0,0,0
8,-70.608978,77.641800,-56.399948,70.413467,0.973645,0.420898,0,0,1,1
9,-35.197659,96.565247,-68.862991,54.538589,-17.993946,0.429161,0,0,0,0
10,-76.343010,88.906212,-62.808449,50.789391,9.324122,1.068562,0,1,0,0
11,-42.364971,106.908821,-61.098083,49.979958,-12.246765,0.618995,0,0,0,0
12,-74.498512,101.549881,-67.145462,44.501717,0.655231,0.518013,0,0,1,0
13,-64.491188,90.650726,-61.501225,49.584671,-4.706345,0.420525,0,0,0,0
14,-81.608704,103.127319,-60.466103,34.519409,-14.630249,1.026096,0,1,0,0
15,-58.129795,97.905701,-56.393204,42.112015,-20.979132,0.589233,0,0,0,0
16,-77.775261,108.942818,-49.452415,50.217094,-7.905671,0.554103,1,0,0,1
17,-39.522934,103.037369,-64.218430,48.169247,-30.909412,0.703335,0,0,0,0
18,-67.925247,105.182152,-53.404991,37.202789,-26.851696,1.162917,0,0,0,0
19,-69.810165,103.389252,-47.263245,33.077763,-28.684361,0.895380,0,0,0,0
20,-84.266167,92.991585,-45.759575,36.981499,-24.960007,1.069446,0,0,0,1
21,-78.688126,89.450592,-56.653419,45.963989,-24.655006,0.301051,0,0,0,0
22,-88.871193,92.215103,-37.976082,53.816887,-19.628599,1.000790,0,0,0,0
23,-79.418205,92.290977,-38.504959,41.924622,-19.570702,1.139846,0,0,0,0
24,-90.717918,82.301956,-33.451542,43.184341,-7.440982,0.917771,1,0,0,1
25,-62.656418,86.047791,-64.194397,36.096664,-23.543446,0.213763,0,0,0,0
26,-84.376213,89.579262,-52.682461,49.383385,-20.658531,0.813974,0,0,1,0
27,-58.476963,84.393555,-57.517689,55.722805,-20.489040,0.633523,0,0,0,0
28,-88.750679,73.284332,-52.900486,45.308739,-17.952629,0.639304,1,0,0,0
29,-58.146618,83.203453,-58.397034,48.991909,-27.618782,0.210026,0,0,0,0
30,-74.880043,79.365250,-54.145584,38.349789,-23.703270,0.559327,0,0,1,0
31,-67.142815,89.857155,-60.357342,44.320030,-31.265011,0.284023,0,0,0,0
32,-84.777069,83.448647,-45.354778,47.008232,-20.410549,1.088955,1,1,0,0
33,-55.010750,81.389603,-65.718857,36.911430,-29.228497,0.196722,0,0,0,0
34,-84.740112,74.727440,-59.132492,51.204430,-22.778751,0.692599,0,0,0,0
35,-81.635666,89.375443,-47.183411,45.738232,-22.894703,0.975214,0,0,0,0
36,-80.367538,79.263939,-37.414360,40.899094,-21.582180,0.910161,0,0,1,0
37,-73.043732,71.853989,-51.775063,42.122917,-28.861225,0.432652,0,0,0,0
38,-86.459435,82.393341,-46.436119,57.750496,-20.450226,0.972726,0,0,0,0
39,-87.230606,81.445053,-53.228271,44.081764,-23.005592,0.745222,0,0,0,0
40,-87.796677,79.499207,-35.845512,49.766098,-25.079391,1.237949,1,1,0,0
41,-58.599854,81.088356,-66.666428,46.320335,-34.042122,0.428975,0,0,0,0
42,-81.786736,80.283371,-51.567802,41.311295,-26.863567,0.638753,0,0,1,0
43,-60.444241,82.640213,-67.028152,41.919075,-33.652657,0.412728,0,0,0,0
44,-86.007912,77.377075,-51.480171,50.398346,-27.232191,0.677648,0,0,0,1
45,-72.570114,76.913681,-67.673462,44.822937,-29.402836,0.302848,0,0,0,0
46,-94.098068,62.987415,-50.301098,48.631096,-20.705540,1.115649,1,0,0,0
47,-60.674534,80.450012,-59.382286,40.998146,-23.757904,0.422707,0,0,0,0
48,-77.397377,87.008179,-53.843910,52.222061,-27.279852,0.738901,0,1,1,0
49,-44.348640,89.263184,-67.519943,37.255196,-36.106560,0.415751,0,0,0,0
50,-74.259438,84.358849,-49.052643,41.950779,-24.354687,0.934976,0,0,0,0
51,-69.065849,87.310379,-41.795586,43.696533,-24.140450,1.221108,0,0,0,0
52,-84.104309,81.330696,-44.224655,46.494892,-29.640285,1.047634,0,0,1,0
53,-68.749321,85.699623,-57.645798,45.603485,-37.847317,0.467867,0,0,0,0
54,-90.262611,71.461014,-55.006050,47.962418,-27.712261,0.860663,0,0,0,0
55,-71.531410,90.865387,-42.625092,46.011982,-35.652237,1.255882,0,0,0,0
56,-89.181389,79.308006,-38.933224,53.371712,-24.383663,0.840930,0,1,1,0
57,-49.278255,85.643341,-66.996094,45.230072,-29.541290,0.646665,0,0,0,0
58,-84.146286,79.718781,-55.456200,45.206345,-33.874733,0.845612,1,0,0,1
59,3.035632,63.754211,-67.033585,17.744690,-37.056622,1.007740,0,0,0,0
60,-77.723129,69.620850,-58.234493,34.895573,-22.839724,0.530147,1,0,0,1
61,-18.129959,51.073959,-74.803474,5.670260,-43.755089,0.659320,0,0,0,0
62,-86.332153,69.286926,-61.900589,28.668690,-37.011448,0.496024,0,1,0,0
63,-65.064041,83.479446,-57.113907,33.841827,-32.747463,0.673249,0,0,0,0
64,-88.654678,71.282394,-56.749062,37.454300,-28.018093,0.696143,1,1,0,1
65,-9.793892,63.281700,-30.948336,66.228683,-13.366308,0.503157,0,0,1,0
66,-37.028507,61.020523,-41.190510,70.140915,-31.641827,1.118174,0,0,0,1
67,-30.350391,62.641624,-56.592091,52.156601,-51.338852,0.395968,0,1,0,0
68,-52.574959,45.675976,-47.480122,47.591278,-42.769295,0.449118,1,0,0,0
69,-42.467770,49.859493,-60.630867,40.616745,-38.226158,0.432978,0,0,1,0
70,-65.004448,48.241039,-51.243156,37.816608,-38.676315,0.698829,1,0,0,0
71,-41.845989,76.119606,-54.450340,43.568848,-42.227505,0.379432,0,0,1,0
72,-66.063927,72.020248,-53.272640,55.591198,-32.172939,0.691708,1,1,0,1
73,26.676853,73.680252,-32.323135,69.241272,-20.253490,0.635817,0,0,1,0
74,-2.433138,73.684769,-18.453577,70.481750,-32.390190,0.796993,0,1,0,0
75,-9.550303,45.627052,-40.251274,48.123783,-31.965748,0.715408,1,0,0,0
76,-31.882164,40.229221,-28.816856,47.710419,-37.533001,0.969896,0,0,0,1
77,-14.802890,60.045933,-42.336388,46.191273,-36.811169,0.505014,0,1,0,0
78,-29.226839,61.196720,-42.221138,45.040054,-30.504475,0.633369,0,0,0,1
79,-32.339676,57.133614,-49.756111,42.045013,-31.238916,0.521037,0,1,0,0
80,-48.392727,55.190136,-33.356339,56.878819,-23.531876,0.935635,1,0,1,1
81,-4.161173,63.285057,-17.709009,64.801865,-14.935171,0.559471,0,1,0,0
82,-21.213923,68.713364,-26.866919,73.535965,-28.227093,0.800036,0,0,1,0
83,-7.849252,61.635811,-40.991806,52.692856,-42.626434,0.705604,1,0,0,0
84,-33.627190,54.445709,-36.676460,60.889229,-36.935837,0.993333,0,1,0,0
85,-22.232420,56.357182,-48.717281,50.802826,-28.304050,0.706092,0,0,0,1
86,-39.663742,57.309944,-36.278580,55.643951,-25.124901,0.967130,0,1,0,0
87,-32.360233,72.058434,-37.589050,61.493240,-31.695086,0.845566,0,0,0,1
88,-56.531399,62.289330,-31.765486,63.997665,-28.566292,0.727314,1,1,1,0
89,33.173126,76.893272,-26.442060,74.320862,-23.673037,0.908574,0,0,0,1
90,0.746640,62.522934,-15.683240,62.357025,-30.515932,0.742374,1,0,0,0
91,-8.710504,56.138115,-36.282776,55.910149,-30.206129,0.921537,0,1,0,0
92,-29.419518,38.110489,-35.336128,45.055389,-33.064522,0.907978,0,0,1,0
93,-15.033615,51.012650,-48.574665,44.231323,-33.914036,0.607700,1,0,0,0
94,-33.838753,70.288406,-37.672928,49.764786,-34.260998,0.725266,0,0,1,0
95,-36.553131,58.494373,-53.147655,45.912331,-35.047321,0.517025,1,0,0,0
96,-54.198948,59.830238,-46.627007,45.365723,-39.091209,1.166179,0,1,1,1
97,13.403866,85.471603,-13.323946,69.561142,-14.283316,0.933540,0,0,0,0
98,-15.290339,73.207077,-17.471825,68.602707,-25.234470,0.751749,1,1,0,1
99,-18.054953,78.639801,-13.908039,78.828979,-12.977002,0.581000,0,0,0,0
100,-51.994518,68.603790,-28.310287,71.870956,-16.484974,0.552038,1,0,1,1
101,-24.475204,86.251740,-25.801636,68.552750,-14.299154,0.444676,0,0,0,0
102,-39.263386,84.131882,-25.346916,67.628616,-13.903687,0.769665,1,1,1,0
103,-36.580872,90.778038,-30.893913,79.591835,-11.469675,0.375935,0,0,0,0
104,-52.960556,74.001144,-37.352642,59.020874,-6.711091,0.952704,0,1,1,1
105,-4.019836,97.529968,-36.427425,68.478600,-7.735867,0.413257,0,0,0,0
106,-20.109764,92.816498,-49.164551,68.519318,-18.070543,1.076386,0,0,0,1
107,27.856123,92.791412,-26.655083,60.090656,-14.380425,0.614175,0,1,0,0
108,26.871323,89.173386,-24.146591,63.673260,-6.687354,1.213810,0,0,1,1
109,-0.975935,102.451591,-39.558517,72.220901,-4.661560,0.442005,1,1,0,0
110,4.537333,98.711060,-29.393497,75.171127,-13.354614,0.809842,0,0,1,1
111,14.346752,93.215561,-36.163475,62.992889,-12.658542,0.891655,1,1,0,0
112,10.197653,91.036285,-37.247520,52.841141,-13.004482,0.838489,0,0,1,1
113,39.716141,79.546127,-48.749947,71.831573,-18.994953,0.866502,0,0,0,0
114,29.949339,78.997971,-68.593124,64.605858,-30.634239,1.230970,1,1,0,0
115,-7.617955,75.479095,-81.269165,48.084965,-42.278427,0.519957,0,0,1,1
116,-8.766450,80.765549,-67.604980,69.465820,-20.835312,1.224023,1,1,0,0
117,0.370365,71.440231,-79.047348,55.678085,-26.021173,0.515402,0,0,0,0
118,-15.730808,81.662262,-74.116898,53.939945,-44.040909,1.424760,0,1,1,0
119,-12.848876,84.193939,-69.730789,45.848717,-44.696545,0.749216,0,0,0,0
120,-64.124107,91.855118,-73.344681,25.529955,-19.613800,0.647963,0,0,1,1
121,20.058378,83.965012,-71.197205,19.660049,-36.402760,1.147311,0,0,0,0
122,-28.011248,81.874710,-91.400192,0.842348,-34.523872,0.748632,1,1,0,1
123,35.438667,88.252258,-23.344162,44.617851,-13.609083,0.790164,0,0,0,0
124,-33.042774,109.567581,-36.099304,52.110443,-3.364139,0.742971,1,0,1,1
125,23.302755,99.051971,-45.418686,39.576927,-15.425623,0.925182,0,0,0,0
126,5.737350,90.781639,-68.702713,36.217762,-14.521228,1.470326,0,0,0,0
127,1.706040,71.797913,-76.198204,51.755817,-27.306820,0.530480,0,0,0,0
128,-72.359596,99.861244,-62.880264,38.484505,-16.459455,0.685234,1,1,1,1
129,33.422619,68.088799,-34.560051,56.014400,-9.954921,0.730701,0,0,0,0
130,-9.141213,51.248283,-27.326012,65.338150,-19.431170,1.077190,1,0,1,0
