mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
-9.215165,-0.890849,0.430276,-4.205184,2.797876,7.221288,-5.603424,1,0,1,1
1.784266,-1.389650,1.054381,-1.229264,0.834927,-0.972991,0.919876,0,0,0,0
0.081713,-0.677243,0.219694,0.129004,-0.642200,-0.335630,-1.622750,1,0,1,1
0.071454,-0.786506,0.360898,0.657747,0.091445,-1.611220,-0.223984,0,0,0,0
-0.891586,-0.335364,0.631546,1.150269,0.375490,-1.529816,-1.045765,1,0,1,1
-0.083139,-0.497965,0.711512,1.210664,0.228791,-1.394405,-0.579898,0,0,0,0
-0.508613,-0.286236,0.543726,1.097404,0.684136,-0.842425,-0.035089,1,1,0,1
-0.175898,-0.535139,0.587882,1.137323,0.193500,-0.918267,0.023550,0,0,0,0
-0.870152,-0.317245,0.540239,1.572618,0.999596,-1.377782,0.103020,1,1,0,1
-0.029800,-0.771042,1.055242,1.772567,0.365855,-1.160854,0.225863,0,0,0,0
-0.196387,-0.005473,0.275562,0.757202,0.337533,-0.336698,-0.148900,1,1,0,1
0.377075,-0.284530,0.692741,0.882762,0.611552,-1.269736,0.207490,0,0,0,0
-0.380798,-0.275250,-0.875398,0.198688,0.545825,-0.517928,-0.606974,0,1,1,1
0.531043,-1.062329,0.748007,1.013816,1.888225,-0.910429,0.741636,0,0,0,0
0.583202,-1.412030,0.523058,1.134669,1.499231,-0.675509,-0.375107,0,0,0,0
0.461771,-0.972386,-0.361578,-0.736494,0.765692,0.190111,-1.420412,0,0,0,0
-0.617421,0.329379,-0.971573,0.564579,0.552726,-0.084715,-1.454464,1,0,1,1
0.375153,-0.828025,-0.062682,-0.568817,2.229016,3.541102,0.957105,0,0,0,0
-0.163724,-0.537891,-0.850388,1.763282,1.049032,0.322847,-0.225843,0,0,0,0
-0.511238,0.239451,-0.964339,0.608327,0.242661,0.217485,-1.334949,0,0,0,0
-0.692599,0.829493,-1.361068,0.007610,-0.256168,-0.484571,-1.797358,1,1,0,0
