subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,lane0,lane1,lane2,lane3
0,-139.659866,-19.594360,-43.197556,63.183411,-20.750189,1.028316,0,0,0,0
1,-32.908150,78.244293,23.848454,47.288101,-6.886641,6.104108,0,0,0,0
2,-41.977570,44.944405,7.883608,64.022026,-5.411834,1.330264,0,0,0,0
3,-43.508781,38.121181,13.747785,63.266151,-10.169850,0.796234,0,0,0,0
4,-54.808975,28.483610,14.751711,72.774475,3.658362,0.605104,0,0,0,0
5,-59.506115,31.079641,18.109039,70.030563,-8.691827,0.989202,0,0,0,0
6,-65.661194,34.459991,18.390965,71.623932,-1.359837,0.814447,0,0,0,0
7,-68.098969,41.626205,19.624228,57.869209,-10.699112,0.987557,0,0,0,0
8,-75.518593,39.423790,17.750177,65.472107,-2.852477,0.828121,0,0,0,0
9,-69.694252,58.978050,21.079777,68.308571,-5.730553,0.957132,0,0,0,0
10,-79.365067,53.651615,24.335554,69.290733,0.858335,0.824280,0,0,0,0
11,-81.710701,59.319969,24.333572,68.645653,-13.049669,1.032380,0,0,0,0
12,-87.793930,59.894173,15.323498,65.634819,-8.405700,0.707339,0,0,0,0
13,-97.587982,52.911968,8.598886,58.409176,-15.151764,0.753942,0,0,0,0
14,-97.143219,59.686172,6.420100,62.218796,-1.548817,0.612283,0,0,0,0
15,-94.615150,65.249542,15.060291,70.885506,-5.235754,1.175919,0,0,0,0
16,-104.188919,63.378208,16.794821,68.831665,-9.858479,0.765758,0,0,0,0
17,-102.986298,68.490051,14.223560,71.127022,-1.573390,1.033543,0,0,0,0
18,-102.387733,71.052002,10.742924,70.903793,-3.211340,0.820471,0,0,0,0
19,-106.984901,67.367737,5.293754,76.524323,7.626695,0.729195,0,0,0,0
20,-106.695114,74.042648,7.361649,76.234619,-0.877783,0.709069,0,0,0,0
21,-113.920280,63.292648,0.837662,73.403900,5.473935,0.898611,0,0,0,0
22,-113.801483,71.519653,-3.684886,68.036980,0.041119,0.858014,0,0,0,0
23,-119.308319,59.791359,-4.883522,68.532089,2.073362,0.737341,0,0,0,0
24,-121.509071,63.468487,-5.702861,71.764999,10.973712,0.819153,0,0,0,0
25,-113.144775,71.237381,-8.905191,68.414963,5.222951,1.132548,0,0,0,0
26,-120.603371,72.497940,-6.023555,75.917480,8.056578,0.759167,0,0,0,0
27,-115.833145,75.385452,-14.288687,69.740723,8.610344,0.888673,0,0,0,0
28,-114.599754,77.654861,-11.437815,74.719627,14.577999,1.085701,0,0,0,0
29,-120.650063,76.192863,-14.304623,73.235397,20.925587,0.885959,0,0,0,0
30,-118.927124,79.365356,-14.325615,73.012711,19.472446,0.785756,0,0,0,0
31,-121.896935,78.651245,-22.866774,66.856796,15.139391,0.742411,0,0,0,0
32,-120.308258,79.115738,-26.104408,61.377735,11.242453,0.786070,0,0,0,0
33,-122.883644,80.810043,-32.416904,52.769398,9.327950,0.847722,0,0,0,0
34,-115.704285,91.795990,-25.139437,64.422272,20.788527,0.971691,0,0,0,0
35,-117.365807,97.275833,-20.502296,70.554382,28.146379,0.660000,0,0,0,0
36,-123.128548,89.076126,-28.980064,62.227264,35.759064,0.701826,0,0,0,0
37,-122.720375,90.283699,-35.625870,55.765533,22.396326,0.927813,0,0,0,0
38,-126.425598,90.175896,-30.420803,64.434242,35.247330,0.849738,0,0,0,0
39,-125.863098,92.692947,-31.895676,66.623207,38.220203,0.894040,0,0,0,0
40,-131.285583,89.089981,-34.962231,61.285320,32.441914,0.710577,0,0,0,0
41,-128.450531,95.517052,-34.949238,62.173164,35.670547,0.761692,0,0,0,0
42,-142.439316,89.572281,-32.100182,62.715599,36.676739,0.578304,0,0,0,0
43,-128.418961,89.315186,-47.059975,52.647945,33.619129,1.244698,0,0,0,0
44,-125.460869,100.823929,-41.458862,50.138279,30.928341,0.999422,0,0,0,0
45,-130.559540,102.959137,-36.841896,58.855095,37.655743,0.512430,0,0,0,0
46,-140.295410,95.866760,-40.785576,51.381721,44.521648,0.572466,0,0,0,0
47,-137.532715,95.736603,-44.504803,49.037060,39.580986,1.124191,0,0,0,0
48,-143.026825,96.861916,-42.462379,54.395416,47.000000,0.875950,0,0,0,0
49,-136.523682,104.330788,-42.420876,46.462170,39.082848,0.954410,0,0,0,0
50,-143.372101,96.553291,-59.747925,33.582554,31.321926,0.787483,0,0,0,0
51,-136.766296,111.042488,-45.802399,37.662819,40.835258,0.941385,0,0,0,0
52,-148.815460,95.922501,-52.420326,36.514866,39.609234,0.711619,0,0,0,0
53,-138.837662,109.077919,-48.633820,36.111103,40.680283,0.923633,0,0,0,0
54,-138.843292,111.253624,-43.587051,43.908447,37.966885,1.028032,0,0,0,0
55,-136.647171,115.373337,-48.045387,32.704506,35.830048,0.826897,0,0,0,0
56,-137.668076,120.053703,-44.182648,35.350922,40.809204,0.716015,0,0,0,0
57,-129.707230,125.448166,-46.848637,26.821619,34.083801,0.955248,0,0,0,0
58,-138.560852,119.978989,-54.130890,28.211590,36.860165,0.897107,0,0,0,0
59,-136.315094,118.286972,-53.072678,21.913790,32.651054,0.818234,0,0,0,0
60,-140.800583,119.564041,-53.031128,22.421354,25.490200,0.602897,0,0,0,0
61,-147.223114,115.502548,-62.229115,13.780884,33.123108,0.898509,0,0,0,0
62,-147.411652,119.205330,-53.796284,21.408852,29.339539,0.821221,0,0,0,0
63,-149.697037,119.342575,-54.368698,19.627842,29.155249,0.659607,0,0,0,0
64,-150.874878,121.173248,-53.317287,18.158253,33.166878,0.711097,0,0,0,0
65,-147.784241,127.561172,-51.073853,18.742970,31.997646,0.893865,0,0,0,0
66,-149.458527,126.706505,-52.710533,19.427174,34.773739,0.759672,0,0,0,0
67,-148.796127,127.593292,-51.335934,15.562267,27.790331,0.620181,0,0,0,0
68,-156.868851,126.260559,-50.813400,17.274361,28.274895,0.719229,0,0,0,0
69,-148.271317,129.836914,-57.244469,5.453176,22.779953,0.998443,0,0,0,0
70,-155.270279,125.770447,-57.360699,8.603151,25.580648,0.457430,0,0,0,0
71,-162.673340,123.741783,-64.171432,0.790778,19.921543,0.782582,0,0,0,0
72,-155.021133,125.438339,-58.215462,1.935989,11.858843,0.872102,0,0,0,0
73,-156.657745,127.402153,-58.925133,6.011620,21.026661,0.664894,0,0,0,0
74,-165.357269,125.803925,-56.390236,4.380057,17.183094,0.738551,0,0,0,0
75,-156.189438,137.549744,-49.951088,0.723162,10.128591,0.960330,0,0,0,0
76,-165.166321,131.552811,-54.595612,-1.887978,13.220129,0.360925,0,0,0,0
77,-167.485703,128.117264,-63.791145,-5.143266,15.140196,0.752088,0,0,0,0
78,-166.236786,132.287537,-64.088364,-9.161372,6.255046,0.659030,0,0,0,0
79,-168.175018,135.617493,-57.496731,-7.531916,12.859356,0.662573,0,0,0,0
80,-167.766647,137.263153,-51.310547,-1.395357,12.057974,0.840123,0,0,0,0
81,-164.014938,144.788376,-45.566895,0.961954,10.432560,1.132154,0,0,0,0
82,-164.425140,143.830963,-43.111443,2.478721,12.610762,0.602049,0,0,0,0
83,-165.369980,140.175323,-51.758434,-4.690641,8.328876,0.642376,0,0,0,0
84,-171.902512,144.588959,-49.928440,-1.899138,13.917541,0.793567,0,0,0,0
85,-170.210831,146.715958,-41.557938,2.281843,7.775442,0.589315,0,0,0,0
86,-164.521225,152.089417,-49.085659,1.306908,9.696202,0.674471,0,0,0,0
87,-167.121933,151.833130,-42.669815,-0.964296,2.535282,0.787193,0,0,0,0
88,-169.262039,147.219025,-45.703773,-5.388888,3.154037,1.122344,0,0,0,0
89,-174.418457,140.331390,-51.512207,-2.018305,6.806742,0.657630,0,0,0,0
90,-174.620895,148.828461,-43.676453,-6.950549,5.503661,0.715714,0,0,0,0
91,-175.174393,154.233856,-44.593155,-1.945597,6.861407,0.600410,0,0,0,0
92,-177.197327,154.036575,-40.808907,-1.425460,4.274944,0.831888,0,0,0,0
93,-179.039078,158.825394,-39.555840,-2.976938,4.211792,0.740530,0,0,0,0
94,-179.131622,161.824280,-34.750061,-0.360089,-2.503300,0.701254,0,0,0,0
95,-176.504105,160.740143,-36.388763,-4.785694,-1.569267,0.980067,0,0,0,0
96,-177.864258,153.234131,-42.843884,-10.409506,-11.420158,0.647100,0,0,0,0
97,-187.702881,155.251862,-43.203651,-4.029377,-1.159691,0.525733,0,0,0,0
98,-184.017151,154.149963,-37.956871,-8.530320,-4.129339,0.860335,0,0,0,0
99,-178.189133,160.488739,-41.662270,-14.085598,-9.225746,0.869050,0,0,0,0
100,-183.551758,162.064209,-36.023121,-6.926533,-6.341466,0.891231,0,0,0,0
101,-189.273300,161.814529,-40.210846,-6.409824,-3.723977,0.765297,0,0,0,0
102,-188.077713,162.805939,-35.770039,-6.635706,-10.066158,0.980550,0,0,0,0
103,-187.742722,170.104065,-30.971891,-3.201607,-3.943336,0.817115,0,0,0,0
104,-182.209488,174.586090,-25.534756,-0.021613,-6.050064,0.909869,0,0,0,0
105,-187.695374,171.716309,-25.088749,-0.779144,-1.052725,0.550814,0,0,0,0
106,-189.377991,167.775085,-31.177330,-0.567587,0.824281,0.618261,0,0,0,0
107,-190.399673,170.780167,-33.254646,-12.859246,-14.551995,1.058853,0,0,0,0
108,-196.686127,158.607269,-37.010811,-11.714578,-13.893852,1.031375,0,0,0,0
109,-191.209106,171.504242,-32.358299,-6.063942,-7.976711,0.971064,0,0,0,0
110,-196.442673,170.235855,-25.139791,-2.020925,2.756470,0.841011,0,0,0,0
111,-198.186691,174.191315,-22.258564,1.877211,0.949005,0.795766,0,0,0,0
112,-196.742050,175.893860,-21.735085,3.091700,-4.361350,0.936029,0,0,0,0
113,-200.312592,178.900818,-20.214951,-0.737413,-2.527359,0.683836,0,0,0,0
114,-195.990112,178.966583,-19.195784,3.076033,-5.648422,0.871136,0,0,0,0
