mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
-7.117458,-3.205627,1.295716,-1.955637,1.117656,-1.870603,-4.301313,0,0,0,0
-6.769898,-2.334403,2.028872,-1.727687,1.075130,-0.950994,-4.289005,0,0,0,0
-6.272521,-1.261643,2.253452,-2.688423,-0.475341,-0.629320,-4.267706,0,0,0,0
-5.809175,-0.312649,2.352978,-3.449944,-1.335133,-0.146114,-4.230527,0,0,0,0
-5.812277,-0.366331,2.214114,-3.457008,-1.050885,-0.989744,-4.221347,0,0,0,0
-5.393976,0.416983,2.201984,-3.874526,-1.339373,-0.816005,-4.185820,0,0,0,0
-5.422457,0.515817,2.681961,-3.547420,-1.301131,-0.796211,-4.172351,0,0,0,0
-5.454322,0.380996,2.407969,-3.757653,-1.239952,-0.800855,-4.190376,0,0,0,0
-5.408897,0.457965,2.394156,-3.793242,-1.363561,-0.796488,-4.165039,0,0,0,0
-5.094190,1.210193,3.036304,-3.334071,-0.846993,-0.708767,-4.063377,0,0,0,0
-4.461678,1.764994,1.242893,-4.680742,-0.788070,-0.678036,-3.966944,0,0,0,0
-4.723514,1.661199,2.159981,-4.457496,-1.302546,-0.901363,-4.014417,0,0,0,0
-4.641534,1.899015,2.492584,-4.124228,-0.878893,-1.019834,-3.911425,0,0,0,0
-5.142590,1.036977,2.806282,-3.290919,-0.385091,-0.670239,-4.143148,0,0,0,0
-4.916719,1.269037,2.127496,-4.083427,-0.513067,1.709077,-4.092853,0,0,0,0
-4.846862,1.368220,2.364976,-3.374037,-0.097665,-0.668855,-4.108767,0,0,0,0
-4.647138,1.551144,2.023037,-3.315487,0.386157,-0.672442,-4.086848,1,0,0,0
-4.400800,1.479110,1.380288,-2.377279,1.499487,-0.224988,-4.079709,0,0,0,0
-4.240346,1.206478,0.547714,-1.934391,2.260257,-0.099865,-4.085536,0,0,0,0
-3.837024,0.903207,-0.317624,-1.297439,1.942468,0.158612,-4.012970,0,0,0,0
-3.285669,0.742111,-0.601083,-1.026378,1.595351,-0.209844,-3.898212,0,0,0,0
-2.758898,0.339288,-0.480149,-0.070118,1.824387,0.077563,-3.798771,0,0,0,1
-2.092279,0.491256,-0.377207,0.359017,1.338014,-0.344689,-3.546822,0,0,0,0
-1.766862,-0.236325,-0.546342,0.911452,2.077111,0.445692,-3.310833,0,0,0,0
-1.243502,-0.354679,-0.020017,1.148507,1.879704,-0.148470,-2.713515,0,0,0,0
-0.810891,-0.212910,-0.150506,1.185091,2.105457,0.144162,-2.207525,0,0,0,0
-0.555938,-0.333837,-0.097440,1.361979,2.279685,0.496811,-1.264070,0,0,0,0
-0.181402,-0.464396,-0.373258,1.190796,2.558641,0.893071,-1.542052,0,0,0,0
0.313560,-1.283372,0.513997,1.515436,2.609024,0.819332,0.146826,0,0,1,0
-0.174265,0.169085,-0.061707,3.110175,2.236070,0.344174,0.827260,0,0,1,0
-0.876336,-0.585322,0.530772,2.973982,3.654220,1.417764,0.776823,0,0,0,1
0.092025,0.023119,-1.083962,1.067245,-0.910600,0.029857,-0.104286,0,1,0,0
