mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
0.510661,0.835537,-0.994605,-0.016962,-1.123028,1.056590,0.031198,1,1,0,1
1.168053,-1.178006,0.560836,-0.822043,0.742438,1.034885,0.671374,0,0,0,0
0.997926,-0.564383,0.143067,-0.125623,-0.293766,0.244473,0.466046,0,0,1,0
0.848645,-0.409019,-0.452230,-0.173486,-0.257992,0.987975,-0.011633,0,0,0,1
0.780578,-0.131575,-0.187645,0.456424,0.170588,1.753324,0.066864,1,1,0,0
0.839761,-0.145818,-0.674544,0.436945,0.364780,-0.446550,0.249753,0,0,0,0
0.770039,0.121324,-0.735672,0.529899,0.999262,0.033634,0.402205,0,0,1,0
0.736547,0.363047,-1.064212,0.153172,0.165052,0.147403,0.223010,0,0,0,1
0.633759,0.202616,-0.712138,0.186374,0.653410,0.517742,-0.158775,0,1,0,0
0.691881,-0.218375,-0.289115,0.295303,0.695502,0.311633,0.155671,0,0,0,0
0.560614,-0.415812,-0.229818,0.350926,1.019258,-0.792749,-0.146728,0,0,1,0
0.641662,0.329702,-0.200275,0.256019,0.177613,-0.523809,0.090801,0,0,0,0
0.515884,0.328718,-0.197094,0.202246,0.426850,-0.598123,-0.218700,0,0,0,0
0.542335,0.172593,-0.287066,-0.119848,0.044051,0.239794,-0.065850,0,0,0,0
0.479346,-0.063595,-0.069743,-0.191576,0.157442,-0.615717,-0.389221,1,0,0,1
0.683940,0.423579,-0.502019,0.154941,0.351448,0.238774,0.229502,0,0,0,0
0.551672,0.541472,0.001528,-0.083429,0.968842,0.089716,0.201813,0,0,0,0
0.679138,0.215687,-0.422170,0.136961,0.543296,0.682630,0.032316,0,0,0,0
0.507236,0.724373,-0.029032,-0.082160,0.360138,-0.501150,-0.039492,0,1,0,0
0.447906,0.491299,0.243974,-0.166705,-0.029646,0.228451,-0.044112,0,0,1,0
0.383067,0.413498,0.701808,-0.297622,0.214317,0.751153,-0.130914,1,1,0,1
1.074248,-0.624453,0.686477,-0.753058,0.423904,2.649381,0.525125,0,0,0,0
0.891521,-0.104804,-0.136156,-0.454406,0.493260,-0.554047,0.291092,0,1,0,0
0.663159,0.363882,0.273364,0.527675,-0.180757,0.334613,0.496595,0,0,0,0
0.514035,0.257667,0.017754,-0.047398,-0.212770,1.440204,0.068065,1,0,0,0
0.552894,0.068409,-0.358286,0.206009,-0.175285,0.962009,0.032981,0,0,0,0
0.251074,0.178785,-0.197643,-0.293550,-0.582642,-0.994001,-0.201111,0,1,1,1
1.040234,-0.503740,0.582727,-0.442558,0.663986,1.524607,0.495991,0,0,0,0
0.814586,-0.073851,-0.386648,-0.321998,0.252379,-0.186734,0.241111,0,0,0,0
0.670947,-0.196128,-0.003036,-0.304998,-0.353899,0.193011,0.272567,0,0,0,0
0.577049,-0.041815,-0.196956,-0.778618,-0.306544,-0.569430,-0.187559,0,1,0,0
