subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,spec_con0,spec_con1,spec_con2,spec_con3,spec_con4,spec_con5,zrc,lane0,lane1,lane2,lane3
0,-490.343658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000069,13.545895,8.063112,13.299815,9.456895,15.512530,15.474163,0.077148,1,0,0,1
1,-156.516174,203.998932,-14.576471,38.761433,2.078595,2.062292,0.417973,8.113110,9.928388,9.365716,14.547202,19.962448,19.551461,0.005859,0,0,0,0
2,-167.648712,165.936890,-9.432371,68.695496,8.570621,0.890426,0.255409,7.653298,11.102767,19.506972,24.079800,23.296007,21.368667,0.023438,1,0,0,0
3,-118.467239,205.227066,-21.491238,45.365170,-10.056176,1.933038,0.297336,10.867668,10.351347,10.359763,14.517162,14.223369,18.374350,0.021484,0,0,0,0
4,-172.033325,175.408936,-14.472009,65.519615,14.207245,0.831097,0.224546,15.839196,11.342727,16.786262,20.658090,16.828279,19.212956,0.029785,0,0,1,0
5,-131.607117,213.430878,-21.432976,33.131355,-9.945473,0.466111,0.274167,21.720721,12.078081,16.243366,18.284183,21.425352,18.310951,0.022949,0,0,0,0
6,-174.574646,182.927826,-10.806454,64.873032,15.098726,0.748077,0.223467,12.180189,4.627047,15.527725,26.967701,23.372737,20.512899,0.020996,0,1,0,0
7,-160.285583,206.782104,-16.332146,35.226719,6.494941,0.893854,0.314512,12.745960,7.845070,9.960408,16.843008,12.985253,17.848853,0.013184,0,0,0,0
8,-187.021103,179.068405,-14.823456,58.444160,14.716167,0.577440,0.204747,7.756891,9.116703,13.869064,21.632933,15.579595,17.445936,0.019043,0,0,0,1
9,-141.167664,213.892151,-25.717455,26.086020,-0.969147,0.625219,0.311123,14.724017,10.349111,20.116689,17.439761,19.775743,17.985569,0.014160,0,0,0,0
10,-179.896973,185.839371,-10.703291,56.930416,14.710353,0.530410,0.177950,13.056255,8.726357,10.772573,25.822166,22.771909,20.485722,0.032715,0,1,0,0
11,-142.414215,218.445587,-23.501633,19.791893,7.741549,1.304856,0.276972,12.900626,11.320678,19.687502,24.700448,20.647879,18.067657,0.026855,0,0,0,0
12,-173.163239,198.561356,-2.492664,56.275532,8.878419,0.980779,0.208769,15.023850,7.715374,13.308680,23.534824,21.324615,18.761714,0.031738,0,0,1,0
13,-153.458862,200.879822,-18.291901,45.570183,2.839273,0.873134,0.284298,9.399037,6.746371,8.472505,20.750906,17.984053,20.880213,0.031250,0,0,0,0
14,-187.401352,166.337006,-26.687611,61.364441,21.177959,1.140081,0.164983,8.979677,6.526073,18.079703,23.093748,23.703870,20.733866,0.030273,0,0,0,1
15,-142.854034,213.667694,-25.886971,25.898426,-2.462163,0.340733,0.262669,22.211330,16.575172,15.044944,20.559885,17.034997,22.031910,0.014160,0,0,0,0
16,-182.733536,169.342896,-22.729179,57.457771,15.055405,0.834193,0.178532,12.963618,6.040066,15.346841,25.058072,25.859003,24.533341,0.033203,0,1,0,0
