subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,lane0,lane1,lane2,lane3
0,-511.345184,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
1,-473.533691,46.486794,33.504448,27.310707,28.551306,0.522863,0,0,0,0
2,-466.294739,56.312279,41.425518,30.863949,26.240564,0.730709,0,0,0,1
3,-448.536407,71.056778,39.325180,27.974766,38.273994,0.817986,0,0,0,0
4,-431.966797,89.099388,46.914497,28.469849,34.886703,0.436771,0,1,0,0
5,-427.198578,88.955170,48.276966,37.080410,38.830177,0.768392,0,1,0,0
6,-421.201202,94.239349,37.353447,20.279013,37.913895,0.676229,0,0,1,0
7,-402.188934,109.053482,54.759056,38.639614,31.865480,0.915548,0,0,1,0
8,-392.773346,127.363892,55.223953,21.669905,25.943165,1.080553,0,1,0,1
9,-359.114044,141.930695,56.530785,33.618404,24.635284,1.006849,1,0,0,0
10,-383.223419,139.713699,67.982475,34.220047,31.439053,0.765683,1,0,1,0
11,-326.802094,153.675934,34.358509,16.386669,30.283758,0.968068,0,0,0,0
12,-328.952667,171.379349,41.752472,14.430601,33.884487,0.804775,0,0,1,1
13,-318.429321,160.931732,63.830093,42.336464,12.256742,1.084246,0,0,0,1
14,-323.707062,174.542328,46.394241,14.371389,21.042099,0.654622,1,1,0,0
15,-292.375275,162.889648,34.035633,19.852682,12.828310,1.256726,0,1,0,0
16,-299.903564,192.585022,49.160999,11.506035,12.213799,0.779733,0,0,1,1
17,-266.734802,176.604492,26.133366,15.936230,15.448320,0.973496,0,0,0,0
18,-302.619293,188.969971,45.980759,4.803722,6.724039,0.971855,0,0,1,1
19,-243.769211,182.223099,11.524548,5.985376,13.078266,1.434044,0,0,0,0
20,-265.639160,208.615097,18.830532,-31.952894,-7.195963,0.517058,1,1,0,0
21,-223.056824,183.551498,8.419960,19.202377,-3.614385,1.197936,1,0,0,0
22,-250.562744,194.328796,3.561232,-0.119652,2.932086,0.858501,0,1,1,0
23,-213.291672,198.050323,14.179439,7.641108,-5.166137,0.891001,0,0,1,0
24,-232.051910,215.799683,6.506316,-14.063559,-2.212059,0.517868,1,0,0,1
25,-191.137421,211.094360,5.060041,-13.854717,-27.278988,1.371963,0,1,0,0
26,-218.714432,214.863205,1.805921,-7.910704,-8.296377,0.521122,0,1,1,0
27,-195.294174,197.604401,1.949098,1.229741,-9.269001,0.849965,0,0,0,1
