mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
-3.927535,-3.224811,0.515590,-1.890477,-0.037590,-1.298656,-2.112057,0,0,0,0
-2.956240,-0.805610,1.938101,-2.058950,-0.295397,0.180930,-1.859118,0,0,0,0
-3.225594,-1.201130,2.739833,-0.328824,1.183463,-1.042757,-1.750468,0,0,0,0
-2.773596,-0.245931,2.778411,-1.011295,0.665336,-1.239428,-1.758080,0,0,0,0
-2.940272,-0.550461,2.936916,-0.591504,0.968791,-0.662731,-1.770905,0,0,0,0
-2.101595,0.749733,1.752259,-2.320293,0.333478,-1.077704,-1.647549,0,0,0,0
-2.565763,0.225696,2.939742,-1.082682,0.897692,-0.936661,-1.548951,0,0,0,0
-1.755753,1.374249,1.661640,-2.340737,0.599483,-0.774892,-1.572692,0,0,0,0
-2.030726,1.003049,2.069597,-2.036265,0.818752,-0.917582,-1.514181,0,0,0,0
-2.701019,-0.056632,2.981930,-0.720057,1.217783,-1.070317,-1.561487,0,0,0,0
-2.662546,-0.034820,2.836574,-0.710561,1.563118,0.192627,-1.561735,0,0,0,0
-2.230206,0.660432,2.242200,-1.768232,0.881222,-1.157288,-1.488810,0,0,0,0
-2.355971,0.514808,2.739644,-0.878128,1.525841,-0.766766,-1.274830,0,0,0,0
-1.915905,0.962793,1.792952,-1.184477,1.857376,-1.078214,-1.417997,0,0,0,0
-2.001360,0.839035,1.717979,-1.546120,1.734380,-0.675840,-1.361979,0,0,0,0
-1.770167,1.122692,1.464242,-1.367019,2.040065,0.412575,-1.418771,0,0,0,0
-1.853927,1.146357,1.887908,-1.309526,1.878060,-0.604393,-1.292207,0,0,0,0
-2.506470,0.292930,2.852032,-1.010914,1.071909,-0.666364,-1.406735,0,0,0,0
-2.442082,0.295300,2.510465,-1.119233,1.368876,-0.847395,-1.326841,0,0,0,0
-2.456894,0.244486,2.539559,-0.844885,1.740735,-0.850561,-1.120833,0,0,0,0
-2.376719,0.390666,2.460127,-1.029486,1.719987,-0.800121,-1.318598,0,0,0,0
-2.459225,0.226772,2.495241,-0.844406,1.805601,-0.861307,-1.249657,0,0,0,0
-2.467420,0.158598,2.269023,-1.161504,1.527885,-0.598815,-1.459802,0,0,0,0
-2.265834,0.576590,2.367987,-1.166387,1.585793,-0.529482,-1.365031,0,0,0,0
-2.091536,0.787603,2.105368,-1.131291,1.980397,-0.784654,-1.407755,0,0,0,0
-2.606147,0.152674,3.173524,-0.354164,1.617099,-0.997178,-1.404987,0,0,0,0
-2.660229,-0.022021,2.909405,-0.547590,1.699709,-0.733463,-1.472665,0,0,0,0
-2.660074,-0.011431,3.029199,-0.238871,2.031649,-0.835648,-1.373940,0,0,0,0
-2.650746,-0.013938,2.903577,-0.434232,2.009998,-0.688766,-1.384176,0,0,0,0
-2.629120,-0.053099,2.722666,-0.336032,2.419559,-0.387656,-1.164547,0,0,0,0
-2.383874,0.269365,2.087924,-1.207897,2.164777,-0.396990,-1.343742,0,0,0,0
-2.235935,0.360613,1.308168,-2.147539,1.889172,-0.527850,-1.650389,0,0,0,0
-2.129770,0.550504,1.120688,-2.682645,1.381979,-0.222336,-1.726185,0,0,0,0
-2.312438,0.460768,2.053490,-1.985019,0.791569,-0.931497,-1.362801,0,0,0,0
-2.692270,-0.158715,2.490163,-1.299155,1.057387,-0.733384,-1.250153,0,0,0,0
-2.442937,0.417601,2.797477,-1.159095,1.196120,-0.857630,-1.116218,0,0,0,0
-2.636144,0.004586,2.699887,-1.108262,1.123654,-0.924251,-1.448731,0,0,0,0
-2.071121,0.819169,1.912987,-2.038489,0.543655,-1.225796,-1.255104,0,0,0,0
-2.221595,0.617471,2.248100,-1.564944,0.786441,-0.886193,-1.244770,0,0,0,0
-1.424365,1.654307,1.026848,-2.391295,0.584675,-0.790224,-1.085696,0,0,0,0
-1.832364,0.959944,1.440934,-1.646448,1.041883,-0.653249,-1.314271,0,0,0,0
-2.625597,-0.007758,3.059250,-0.115248,1.546696,-1.045410,-0.778972,0,0,0,0
-2.594070,-0.006015,2.721909,-0.573108,1.456323,-0.742654,-0.795510,0,0,0,0
-2.309944,0.323107,1.786011,-1.893731,0.875683,-0.937153,-0.832774,0,0,0,0
-2.521694,-0.054814,2.196186,-0.608227,2.223588,-0.594381,-0.931938,0,0,0,0
-1.960039,0.988585,1.962937,-1.415972,1.553844,-1.021931,-0.856481,0,0,0,0
-2.118717,0.491345,1.680517,-0.797294,2.535779,-0.241902,-0.972120,0,0,0,0
-1.842620,0.796620,1.217839,-1.006621,2.373518,-0.063294,-0.830433,0,0,0,0
-1.838196,0.492419,0.517265,-0.985033,2.848872,-0.320997,-1.031278,0,0,0,0
-2.449735,-0.067279,1.910131,-0.336501,2.989021,-0.890875,-0.664353,0,0,0,0
-2.400109,0.129917,2.251998,-0.137274,2.892369,-0.507925,-0.781743,0,0,0,0
-2.437527,0.021201,2.164317,-0.171412,2.807695,-0.302026,-0.630712,0,0,0,0
-2.409185,0.040655,2.050508,-0.250539,2.891574,-0.586211,-0.667455,0,0,0,0
-2.209375,0.376950,1.809977,-0.635435,2.952581,-0.287979,-0.032356,0,0,0,0
-1.953069,0.623330,1.264310,-0.842272,2.910758,-0.049157,-0.100570,0,0,0,0
-1.786214,0.653103,0.670136,-0.827186,3.322376,0.015312,-0.260446,0,0,0,0
-1.509568,0.946441,0.457100,-0.531311,3.251201,-0.363257,-0.402235,0,0,0,0
-2.361457,0.114539,1.991489,-0.268703,3.007471,-0.948515,-0.783816,0,0,0,0
-2.241207,0.299570,1.949485,-0.214030,2.943694,-0.516078,-0.733684,0,0,0,0
-2.267941,0.272775,1.917705,-0.413473,2.859786,-0.521312,-0.699719,0,0,0,0
-2.282823,0.221294,1.949427,-0.257926,2.865059,-0.483853,-0.586998,0,0,0,0
-2.102380,0.586071,2.076999,-0.481452,2.099382,-0.102977,-0.183752,0,0,0,0
-1.779192,1.024401,1.769399,-0.545128,2.058389,0.032639,-0.336774,0,0,0,0
