mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
-3.867483,1.033153,0.492427,-1.884768,0.248236,15.300574,-3.044320,1,1,0,1
1.092490,-1.778758,1.703274,-0.424895,0.301733,1.848791,-0.707296,0,0,0,0
-0.111018,0.963723,0.479248,1.295771,-0.999090,-0.207496,-0.834003,0,0,0,1
-0.769102,0.570681,-0.251008,0.358504,0.251450,-0.356437,-1.959484,0,0,0,0
-1.735162,0.629056,0.121038,-0.428987,0.649449,-0.218058,-2.480104,0,0,1,0
-1.783687,-0.545261,0.706297,-0.163648,0.902883,-0.651559,-2.824848,0,0,0,0
-3.127318,1.067140,1.440242,-0.587284,0.834325,-0.937618,-2.731043,1,1,0,0
0.062846,-1.076049,1.665608,-1.323235,0.327164,-0.088031,-1.867830,0,0,0,0
-1.430731,-0.117078,1.371179,-0.980412,-0.117907,-1.178557,-2.645354,0,0,0,0
-1.762008,-1.508596,1.834640,-0.918658,1.928733,-0.359557,-2.966740,0,0,0,0
-2.120608,-0.907671,2.210125,-2.214661,-0.222936,0.686125,-2.893598,0,1,0,0
-1.552400,2.311921,0.521467,-2.681108,-1.217416,-0.855457,-2.415052,0,0,0,0
-0.110166,-1.676617,2.089149,-2.209381,-1.025808,0.806206,-1.961550,1,0,0,1
0.319745,-1.068035,0.535256,-0.837063,0.134354,-0.061201,-1.688649,0,0,0,0
-1.083957,-0.240654,0.430199,-0.752481,0.140344,-1.228545,-2.437867,0,0,0,1
-1.495779,-0.810497,-0.680666,-0.783979,0.568381,-0.353777,-2.755175,0,0,0,0
-2.340033,-0.527847,0.653283,-1.812457,1.412572,-0.738943,-3.141227,0,1,0,0
-0.410376,-0.996039,2.065667,-0.150713,0.511639,0.822324,-1.951905,0,0,0,0
-2.484250,-1.031812,1.599226,-1.091708,0.273760,-1.313391,-3.015451,1,0,1,0
-1.534261,-1.170351,1.453763,-0.385302,1.759134,0.272723,-2.478715,0,0,0,0
-1.697157,-1.217707,2.267955,-2.303745,0.466439,-0.950010,-2.813408,0,0,1,1
-0.034904,0.234722,1.080790,0.532963,-0.842213,0.746250,-0.894991,0,0,0,0
-0.209019,0.245557,1.086616,-0.534640,-0.843541,-0.491199,-1.372635,0,1,0,0
-0.739624,1.188574,0.365610,0.342733,-0.719817,-1.012900,-1.721890,0,0,0,0
-0.646044,-0.933807,1.918833,-1.405529,0.645542,0.540934,-2.018967,1,0,1,1
0.624737,-1.453124,1.889999,-0.721971,1.337851,0.648184,-0.790476,0,0,0,0
-0.466564,1.020628,1.456803,-0.108928,0.226035,-0.980779,-1.018303,1,0,0,0
-1.365670,0.450931,0.551951,0.091641,0.355036,-0.017433,-2.118031,0,0,0,0
-2.266000,1.779678,1.174176,-0.473683,0.999753,-0.772566,-1.940923,0,1,0,0
-1.803137,-0.100272,1.893675,-0.837199,1.608162,0.255524,-2.411264,0,0,0,0
-3.359680,1.345079,1.084908,-1.316558,1.461102,-0.950084,-2.777083,0,0,1,1
0.286708,-1.415994,1.684518,-1.077218,0.393429,-0.116440,-1.976770,0,0,0,0
-1.599111,-0.364912,1.184947,-0.714933,0.214002,-1.184757,-2.573957,0,0,0,0
-1.361989,-1.623303,2.226318,-0.309448,1.286896,-0.734032,-2.630594,0,0,0,0
-2.481156,-0.568921,2.421863,-2.821744,0.069411,-1.083181,-2.966938,0,0,1,0
-1.258581,1.484293,0.951672,-3.217295,-0.349798,-0.671640,-2.406809,0,0,0,0
-2.238400,1.356473,1.011009,-2.528341,-1.441353,0.176381,-2.603671,1,0,0,1
0.362915,-0.748643,1.244646,-0.183690,0.747328,1.192360,-1.248080,0,0,0,0
-1.232023,-0.029774,0.691159,-0.992782,0.474675,-1.267795,-2.429169,1,0,0,0
-0.826956,-1.576658,0.106440,-1.335496,0.788981,-0.072982,-2.642588,0,0,0,0
-1.978853,0.280675,-0.124339,-1.389395,0.191150,-1.359186,-2.994957,0,0,1,0
-0.519215,-0.898835,1.889137,-1.129978,-0.037806,-0.731458,-2.008504,0,0,0,0
-1.468978,0.274336,0.848394,-0.802564,-0.226044,-0.966762,-2.462377,0,1,0,1
