subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,lane0,lane1,lane2,lane3
0,-459.848053,27.163872,17.381870,11.424402,6.628134,0.257841,1,0,1,1
1,-12.897847,98.966530,-30.533451,32.164467,9.672707,1.001283,0,1,0,1
2,2.328049,90.192596,-39.159824,36.275406,-1.325238,0.927920,1,0,1,0
3,12.325762,90.014923,-35.021366,33.697739,-14.769215,0.865821,0,1,0,1
4,5.866547,81.154335,-35.583275,31.530464,-14.862226,1.043243,1,0,1,1
5,5.848723,76.759499,-12.897455,46.676613,-16.818890,1.378899,1,1,0,0
6,16.504631,99.947067,-44.857502,27.753170,-6.531996,0.813277,0,0,1,1
7,15.447946,94.018486,-34.600319,29.772186,-14.184360,1.057631,1,1,0,0
8,8.728508,78.260056,-33.619102,28.296364,-22.230137,0.821481,1,0,1,1
9,-30.207670,84.618286,-21.768112,34.765541,-4.522769,1.031984,0,1,0,1
10,8.330388,83.805862,-29.782349,27.702644,-16.746405,0.843481,1,0,1,0
11,6.996938,80.650436,-28.705921,35.008041,-14.334502,1.197776,0,1,0,1
12,-2.047756,76.043991,-28.945011,37.903503,-10.055525,0.991414,1,0,1,1
13,4.823864,65.924835,-29.532032,37.834599,-17.542519,0.848362,0,0,1,0
14,-10.596297,77.456497,-27.785570,34.847931,-15.079897,0.883025,1,0,0,0
15,-3.543065,74.262680,-28.215496,34.231781,-5.298358,0.614183,0,0,1,1
16,3.040328,85.817299,-28.663994,37.156509,-14.351423,0.768661,1,1,1,0
17,-78.303307,75.207565,-0.397631,37.090160,-4.132346,1.033687,1,0,0,1
18,-0.938900,78.087097,-49.301689,18.596756,-14.469475,1.168693,0,1,1,0
19,-8.454107,74.920456,-43.212448,29.784010,-26.139862,0.888803,1,0,0,1
20,-5.314814,68.817169,-36.579056,25.831528,-22.066904,1.290431,1,1,1,0
21,-2.212478,77.534401,-14.017498,43.907490,-20.150274,1.342126,0,0,1,1
22,13.753797,100.157364,-37.370964,22.957029,-21.323730,0.829858,1,1,0,0
23,-3.331612,75.340622,-41.300964,24.234184,-22.337826,0.969537,0,0,1,1
24,-9.243994,80.889420,-31.243862,24.507565,-27.067101,0.738789,1,1,0,1
25,-53.058601,73.530792,-26.320385,32.131653,-14.007084,0.773683,1,0,1,0
26,-9.924184,79.663879,-37.799957,25.686302,-21.617161,1.030673,0,1,0,1
27,-12.967316,63.514038,-30.550270,35.597206,-20.328636,0.794712,1,0,1,0
28,-22.791260,62.697281,-29.936581,31.678486,-22.480888,0.760017,1,1,0,1
29,16.689556,70.589249,-48.464516,24.237423,-23.835447,1.918260,0,1,0,0
30,6.035144,85.946701,-56.857403,8.446195,-33.986496,2.024684,0,0,1,1
31,-41.637310,91.109924,-25.430361,30.315321,-13.956030,1.514037,1,0,0,0
32,16.175049,110.353394,-51.374313,29.251833,-5.274576,1.285459,1,1,0,1
33,-61.583588,86.945091,-38.263386,29.722704,-0.466269,0.882270,0,0,1,1
34,-12.626648,73.563599,-58.469223,14.374196,-22.843338,1.227295,1,1,0,0
35,-19.149494,60.586258,-48.276958,22.836964,-30.162209,1.009639,0,0,1,1
36,-25.786936,62.030811,-44.892338,24.987089,-27.421989,0.919118,1,1,0,1
37,-10.029148,75.115463,-19.366058,51.196487,-28.370382,1.153962,1,0,1,0
38,8.151040,95.885178,-42.340561,24.527555,-23.497631,0.995732,0,1,0,1
39,-7.783541,73.782166,-39.050346,28.362659,-21.007000,0.871279,1,0,1,0
40,-15.117919,67.970215,-45.412842,27.681452,-27.455540,0.930048,0,1,1,1
41,-73.771210,79.878326,-25.127844,50.451324,-9.108915,1.125094,1,0,0,1
42,-20.442551,70.405731,-37.679184,25.020042,-31.781908,1.201066,0,1,1,0
43,-23.474791,53.971619,-42.279785,24.613811,-26.159935,0.889057,1,0,0,1
44,-14.083015,70.449921,-38.267643,30.463501,-23.344524,0.756681,0,1,1,1
45,-11.015522,50.549286,-40.742729,42.441986,-19.138348,1.259144,0,0,1,0
46,-26.796032,62.613594,-40.758038,32.871887,-18.267838,0.886922,1,0,0,0
47,-27.833914,62.353577,-48.199226,32.106903,-23.474518,1.228037,0,0,1,1
48,-8.097265,81.280746,-35.868408,44.549320,-3.494343,0.851191,1,1,1,0
49,-118.881897,81.801804,-22.299690,68.575890,-24.599262,0.820833,1,0,0,1
50,-14.680716,80.342430,-62.416100,19.262707,-29.425247,1.049955,0,1,1,0
51,-26.096813,53.287491,-63.272911,24.648947,-22.117155,0.817638,1,0,0,1
52,-15.060831,63.595795,-49.423820,23.782604,-31.342384,0.820248,1,1,1,0
53,-12.896161,73.623474,-22.981878,44.462105,-33.356468,1.071819,0,0,1,1
54,0.302254,87.046158,-51.426682,22.766285,-24.984783,0.800416,1,1,0,0
55,-6.585595,71.161865,-49.364349,22.933723,-34.461365,0.920492,0,0,1,1
56,0.054913,76.563965,-42.216125,24.446878,-31.852800,1.257702,1,1,0,1
57,-65.474152,84.622711,-35.482494,46.831070,-12.697851,0.768744,0,1,1,0
58,-12.519163,80.732834,-42.615150,24.501553,-32.004349,1.359992,1,0,0,1
59,-10.324879,69.082634,-42.563850,32.456921,-22.149055,1.041965,0,1,1,0
60,-10.913168,72.809601,-38.110477,36.585327,-12.629925,0.818263,1,0,0,0
61,-1.215319,80.971703,-37.515633,32.395084,-16.887402,1.130674,0,0,0,0
62,-13.551837,78.153221,-38.685020,39.378483,-9.708849,1.238746,0,0,0,1
63,-8.270101,71.728882,-42.941563,41.892838,-7.518935,1.014826,0,0,0,0
64,-1.150877,74.339462,-62.087399,30.024376,-12.389139,1.259735,1,1,1,0
65,-62.110889,101.888901,-40.947754,54.368980,20.585974,0.345886,1,0,0,1
66,-19.571569,98.503510,-39.997025,38.238998,-2.165426,1.033164,0,1,1,0
67,-16.969599,77.540543,-40.373135,46.720451,-5.783553,0.972740,1,0,0,1
68,-30.393642,84.669792,-29.607014,46.737419,-9.621998,0.723520,1,1,1,0
69,-26.501480,81.082611,-12.464916,66.327606,-20.311203,1.278968,0,0,1,1
70,-4.446498,106.973862,-42.007912,34.231457,-4.171785,0.918332,1,1,0,0
71,-8.880890,86.911179,-36.591232,36.593887,-18.567192,0.637973,0,0,1,1
72,-11.909777,84.371162,-38.659843,31.846582,-17.615639,0.861154,1,1,0,1
73,-58.388294,97.143463,-32.861732,54.085968,-5.600055,1.043846,1,0,1,0
