mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
-4.004935,-1.044801,-5.903862,-3.143678,-1.460446,-0.903460,-2.713117,1,1,0,0
-2.604065,1.145098,-3.998661,-3.036334,-0.916236,1.641522,-2.474046,0,0,0,0
-4.730973,1.109956,-1.675071,-3.117505,-1.048831,-1.141144,-2.468054,1,0,0,0
-5.317251,1.010651,-2.115576,-2.068763,0.155519,-0.293663,-2.904660,0,0,0,0
-5.397107,1.273186,-0.905072,-2.947635,-0.314642,-1.550945,-3.008766,1,0,0,0
-3.650893,-0.818171,-3.126562,-2.841883,-1.311310,2.113426,-2.817025,0,0,0,0
-5.560081,1.491624,-1.821393,-2.956381,-0.293124,-1.288266,-2.843358,0,0,1,1
-2.531310,-0.250279,-3.070177,-2.945253,-1.612158,7.418351,-2.562876,0,0,0,0
-4.740873,1.605246,-1.895490,-3.720204,-0.772132,-1.209001,-2.559504,0,0,1,0
-3.970067,-0.495630,-2.396146,-3.053509,-1.625391,1.356867,-2.566845,0,0,0,0
-5.779414,1.217519,-1.431579,-2.917020,0.088971,-0.979062,-3.039256,0,0,1,0
-3.156098,0.070802,-2.912829,-2.514888,-1.700437,2.957763,-2.711622,0,0,0,0
-5.574778,1.840046,-1.712147,-3.004514,-0.134353,-1.048610,-3.028864,0,0,0,1
-2.389175,0.338072,-4.385199,-1.841778,-1.038192,4.168072,-2.286561,0,0,1,0
-3.526373,-0.595405,-3.309931,-1.952011,-1.658507,-0.700778,-2.704499,1,0,0,0
-2.695449,-0.351833,-3.760575,-2.531852,-1.804409,-0.434156,-2.497539,0,1,0,0
-3.654443,-0.751641,-3.421306,-1.547021,-1.749944,-0.770153,-2.866911,0,0,1,1
-1.989809,0.199951,-3.566508,-3.290943,-1.962188,3.390930,-2.286964,0,0,0,0
-4.954024,0.946272,-1.880338,-3.155888,-1.381290,-1.080485,-2.841882,0,0,1,0
-4.341226,-0.832449,-2.010557,-3.537862,-1.328069,0.375586,-2.766394,0,0,0,0
-5.918617,0.940680,-1.510018,-3.138922,-0.194034,-1.557241,-3.049864,0,0,1,0
-3.587422,-0.216640,-2.244386,-3.037941,-0.327930,3.727132,-2.296183,0,0,0,0
-6.011371,0.404521,-1.072377,-2.997761,0.419942,-1.124711,-3.024445,1,1,0,0
-2.777174,-0.921800,-2.794305,-3.158368,-1.211820,5.156475,-2.562619,0,0,0,0
-4.875202,0.577257,-1.973870,-3.183232,-0.933982,-0.741883,-2.879450,0,1,0,0
-3.871997,-1.373910,-2.914742,-2.939912,-0.926651,1.705745,-2.884745,0,0,0,0
-5.787617,1.683369,-1.257998,-3.091078,-0.273782,-0.968286,-2.824146,0,1,0,0
-2.910547,-0.561351,-2.931824,-2.762981,-1.016870,2.243470,-2.517231,0,0,0,0
-5.264749,1.449743,-2.016822,-2.918460,-0.250300,-1.176078,-2.771850,0,0,1,0
-2.581275,-1.246902,-2.623751,-2.878204,-1.029857,2.064480,-2.561623,0,0,0,1
-3.547507,-0.834319,-2.211759,-2.836465,-2.051821,-0.366134,-2.589871,1,0,0,0
-3.096463,-0.614026,-2.956734,-3.043946,-1.948204,0.333721,-2.446169,0,1,0,0
-3.961730,-1.282386,-2.769391,-2.210194,-1.611944,-0.755786,-2.869571,0,0,1,1
-2.051080,-0.370909,-2.615402,-2.706814,-0.813066,3.707210,-2.346529,0,0,0,0
-4.830120,0.540338,-1.638497,-3.039275,-1.591867,-1.293121,-3.069275,0,0,0,1
-3.670784,-1.413652,-1.784652,-2.586418,-1.347308,0.957120,-2.935234,0,0,0,0
-5.639568,0.430810,-1.433550,-2.960991,-0.472543,-0.812030,-3.271642,0,0,0,1
-3.212173,-0.973313,-2.108187,-2.632842,-0.741011,2.876637,-2.630820,0,0,0,0
-5.586969,0.960503,-0.955021,-2.863588,-0.985412,-0.954797,-3.130563,1,1,0,0
-2.584675,-0.389019,-2.180176,-2.256639,-0.610618,1.070550,-2.493596,0,0,0,0
-4.730246,1.648378,-1.646762,-2.805618,-0.669366,-0.864447,-2.944873,0,1,0,0
-3.347107,-0.453002,-2.982610,-2.929833,-1.584545,0.814253,-2.467378,0,0,0,0
-5.138872,1.585134,-1.719424,-3.135229,-1.034593,-0.978746,-3.135112,0,1,0,0
-3.364046,0.152673,-2.764476,-2.775052,-1.586043,1.708828,-2.368257,0,0,0,0
-5.452580,1.209524,-1.740375,-2.844533,-0.961389,-1.061147,-2.890922,0,0,0,1
-2.938515,-0.584744,-3.300691,-3.198228,-1.680734,1.426487,-2.435848,0,0,0,0
-4.234917,-1.446139,-1.282088,-3.174225,-1.565133,-0.764083,-2.914144,0,0,0,0
-3.705130,-0.794361,-1.878482,-2.614158,-1.342933,0.576895,-2.856384,0,0,0,0
-4.168351,-0.960342,-0.765592,-2.448214,-2.064041,-0.538181,-2.481039,1,1,0,0
0.592707,-1.850852,-0.888390,0.899747,-0.887180,0.816303,-0.864055,0,0,1,0
-0.180624,-1.741215,-0.328068,0.251752,-1.283206,-0.748594,-1.722363,1,0,0,1
-0.661744,-2.214268,-0.583509,-0.635846,-0.804041,0.191954,-1.775803,0,1,0,0
-0.250849,-3.201556,-0.717216,-0.232746,-0.878729,-0.181799,-1.633724,0,0,1,1
-0.332534,-3.116176,-0.607529,-0.700303,-0.897321,-0.893987,-1.729446,1,0,0,0
-0.565221,-2.546952,-0.046949,-0.931505,-0.209929,-0.442795,-1.744239,0,1,1,0
-0.553148,-1.403866,-1.000856,0.674484,-1.587296,0.299848,-1.712476,0,0,0,1
-0.505010,-2.046393,-1.100812,0.578436,-1.181250,0.551625,-1.610719,1,1,0,0
0.154043,-1.793920,-0.997860,0.679125,-0.224576,0.592757,-1.302126,0,0,1,1
0.340126,-2.121962,-0.236393,0.295501,-0.587975,-0.599447,-1.637838,1,1,0,0
0.160103,-2.326441,-0.884223,-0.759510,-0.545448,0.249359,-1.505438,0,0,1,1
0.409415,-2.017514,-0.207597,-0.222351,-1.270687,-0.126112,-1.180420,1,1,0,0
0.549704,-1.612336,-1.153252,0.662481,-0.825602,0.161697,-1.059997,0,0,1,1
0.513462,-0.656119,-0.942356,0.211908,-1.856636,-0.584111,-1.172398,1,1,0,0
0.772734,-0.454260,-0.805316,0.503792,-0.020561,0.369447,-0.554346,0,0,1,1
0.590720,-0.476086,-1.024473,0.624417,-0.829097,-0.125584,-0.942048,1,1,0,0
0.353087,-0.244602,1.435224,0.244744,0.471111,1.835982,0.733190,0,0,0,1
-0.172601,-1.951403,0.149681,0.172576,0.418463,-0.714801,0.316369,0,0,1,0
0.273278,-1.508449,0.788354,0.259617,0.727468,0.404882,0.210381,1,1,0,0
0.745848,-0.540330,0.731225,0.543130,1.376321,0.740075,0.289973,0,0,1,1
-0.008847,-0.635027,1.705151,0.525790,1.608246,-0.707798,0.733259,0,1,0,0
-0.252693,-2.006274,0.442836,-0.295056,0.493211,-0.593688,0.455594,1,0,0,1
0.476167,-1.055073,0.753705,0.293238,0.482766,-1.078370,0.116953,0,0,1,0
0.467743,-1.070211,0.668128,0.166664,0.686688,-1.082135,-0.070424,1,1,0,0
-0.085296,-0.462759,1.537873,0.556460,2.086822,-0.691434,0.834165,0,0,1,0
-0.418273,-1.158047,0.621894,-0.739849,1.399163,-0.749537,0.387872,0,0,0,1
0.319244,-0.538724,0.776898,-0.091093,0.788311,-0.720654,-0.009273,1,1,0,0
0.700366,0.373862,0.419653,-0.231838,0.342933,-0.527521,0.144091,0,0,1,1
-0.281929,-0.212238,1.487152,0.271240,1.985842,-0.573013,0.890846,1,0,0,0
-0.488182,-0.749068,0.922622,-0.289673,0.778929,-0.418330,0.280947,0,1,1,0
0.257098,-0.454008,0.348783,0.307753,0.292554,-0.713413,0.059195,0,0,0,1
0.322951,-0.508976,0.802940,-0.142501,0.631663,-0.674688,-0.089687,1,1,0,0
-0.260122,0.636022,2.277687,0.176779,1.158078,-0.116534,0.698874,0,0,0,1
-0.817692,-1.536231,0.257231,-0.657888,1.197206,-0.605917,0.306096,0,0,1,0
0.364663,-0.130622,0.834281,-0.038770,0.534043,-0.342418,0.082147,1,1,0,0
0.556628,0.118574,0.031574,0.851935,0.140546,-0.191443,-0.197979,0,0,1,1
-0.260693,0.597855,1.744746,0.297827,1.670265,0.011980,0.907454,0,1,0,0
-0.707020,-1.002073,0.333581,-0.521872,0.396419,-0.156240,0.429249,1,0,0,1
0.657564,-0.297248,0.649868,0.286978,0.789964,0.037366,0.230270,0,0,1,0
0.235391,-0.398437,0.414811,0.358641,0.714604,-0.837879,-0.584390,1,1,0,0
-0.525998,0.705167,1.612608,0.417026,2.291193,0.194361,0.861003,0,0,1,0
-0.834078,-0.897208,0.668645,-0.070512,1.285229,-1.017565,0.411917,0,0,0,1
0.106037,-0.334724,0.399402,0.311255,1.450664,-0.358748,-0.016594,1,1,0,0
0.569248,0.505181,0.003224,0.588524,0.062576,0.560093,-0.272266,0,0,1,1
-0.081098,1.098665,1.484452,0.299867,1.572346,0.893065,0.918432,0,1,0,0
