subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,lane0,lane1,lane2,lane3
0,-462.161224,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
1,-179.510147,185.702286,-47.087097,14.028923,49.937134,0.398373,0,0,0,0
2,-442.703766,23.061001,16.466984,16.154999,18.588989,0.017874,0,0,0,0
3,-426.128143,11.406265,-26.732132,-8.267693,3.612594,0.454075,0,0,1,0
4,-207.267197,-64.166458,11.617553,33.049030,-78.002197,1.235700,0,1,0,0
5,-162.429535,104.542282,-58.851189,6.005348,-9.506091,0.980272,0,1,0,1
6,-83.590485,63.294670,-31.368652,-28.455254,-23.771152,3.376228,1,0,0,0
7,-128.689606,130.100159,-16.195023,1.144110,-22.704056,0.654189,0,1,0,0
8,-88.546402,100.927094,-14.155323,40.345695,-6.692477,6.627748,0,1,1,0
9,-89.494598,133.197968,-17.512920,19.309177,-8.259180,0.727842,0,0,0,0
10,-149.024216,146.584076,-10.791893,0.296932,-23.944971,0.764429,0,0,1,0
11,-88.027023,113.568352,-38.257805,16.303015,-13.906531,1.315983,0,0,0,0
12,-211.627991,160.406921,-38.299538,17.294052,48.494942,0.310950,0,0,1,0
13,-97.606834,125.413025,-35.922691,8.880836,-14.623066,0.689383,0,0,0,0
14,-130.857712,125.843597,-18.688084,22.558922,-12.629821,0.713644,0,1,0,1
15,-117.589104,57.804375,-37.040161,5.295141,-3.979088,0.984814,0,0,0,0
16,-240.689667,139.346893,3.487132,25.907669,20.331062,0.486461,0,0,0,1
17,-86.501869,130.233627,-41.760696,23.934238,4.305937,0.755944,0,0,1,0
18,-71.651306,42.736504,-14.965763,40.113552,0.536506,6.392429,0,0,1,1
19,-110.729912,72.207947,-22.964958,2.522232,-17.759300,0.924814,0,0,0,1
20,-227.725296,17.690376,0.167835,49.399948,-41.456741,0.761909,0,0,1,0
21,-155.140472,86.879990,-15.564470,29.319260,21.309425,0.546839,0,1,0,0
22,-172.101730,139.047943,4.537156,46.360580,3.586618,0.513742,0,0,1,0
23,-134.416931,26.633385,58.775085,25.577629,-23.686348,0.977767,0,0,0,0
24,-112.549263,164.962082,-20.489855,9.621901,-4.585350,1.170373,1,0,0,0
25,-104.781395,155.320023,-29.543228,6.912657,-8.119516,1.050615,0,0,0,0
26,-122.998795,41.637390,28.935785,21.047373,7.091636,2.230013,0,0,0,1
27,-113.258659,83.451950,-39.143265,-6.750821,-37.176273,1.970289,0,1,0,0
28,-196.416580,118.303658,5.074080,37.043098,20.453581,1.303869,0,0,1,0
29,-154.627838,121.134636,-3.103311,20.196369,2.131233,0.486867,0,1,0,0
30,-130.138367,121.836449,-5.747754,15.521725,-2.024698,1.417222,0,0,0,1
31,-203.759171,118.033539,-2.811132,1.761446,-3.201775,0.335216,0,0,1,0
32,-129.181870,14.720350,14.349468,14.873886,5.885538,2.138532,1,1,0,0
33,-101.574921,146.216064,-23.787127,16.466265,11.293196,1.193530,0,0,1,0
34,-266.187408,139.108154,-28.020855,-4.506914,33.828083,0.588803,0,0,0,0
35,-374.934937,63.669518,-13.954474,-17.501993,-6.292644,0.396015,0,0,1,0
36,-160.335876,91.689041,-42.675262,10.917440,-11.967793,0.794676,0,0,0,0
37,-343.299438,91.522316,1.785279,-1.630898,1.725929,0.975801,0,0,1,0
38,-357.767151,105.389450,46.010368,35.098583,33.613445,0.128337,0,1,0,0
39,-148.176086,137.458862,-10.877640,-9.254284,-7.985435,0.820204,0,1,0,0
40,-239.280121,138.631195,-4.483920,2.595880,-1.039901,0.764654,0,0,1,1
41,-161.871552,116.492355,-30.800888,10.952522,23.597382,0.188601,0,0,0,0
42,-73.991264,127.757111,-39.793228,23.485157,9.102322,0.648524,0,1,0,0
43,-115.120422,99.048630,-56.487419,-5.176839,-15.673252,0.923345,0,1,0,0
44,-245.891113,124.529953,2.543542,19.251019,6.179706,0.218509,0,1,0,0
45,-137.545197,152.101196,-33.603069,9.702782,-19.227861,0.350728,0,0,1,0
46,-158.080978,114.583389,-23.562534,16.932941,-34.584953,0.636581,1,0,0,1
47,-166.421844,138.232452,-11.446069,10.441352,-3.914847,1.344784,0,0,0,1
48,-41.258774,105.936188,-23.637302,41.489502,-30.738054,1.819363,1,0,0,1
49,-90.214035,10.616734,35.381470,50.192635,-29.505909,1.894720,0,0,0,1
50,-121.856468,95.604797,-29.471870,62.742966,8.361448,0.888552,1,0,0,0
51,-146.694412,61.871243,10.477714,75.912796,-5.879603,1.583596,0,1,0,0
52,-131.162613,57.440422,-15.844481,99.354492,-14.532967,0.598555,0,1,0,0
53,-124.316917,92.297569,-9.691124,58.256439,6.144201,0.316523,0,0,1,0
54,-127.476433,155.434738,2.052741,21.083153,-27.269176,0.646512,0,1,0,0
55,-150.082962,137.843704,1.548482,23.249207,-1.063698,0.531646,1,0,0,0
56,-136.877914,75.283340,-38.361504,51.475632,14.461422,1.258743,0,0,0,1
57,-117.934868,149.910294,0.084445,14.057090,-12.629433,1.158615,1,0,0,0
58,-128.567810,63.845978,-27.307148,78.829742,-5.171715,0.994308,0,1,0,0
59,-134.075439,86.928223,-4.694129,64.968941,11.280170,1.259145,0,0,0,1
60,-122.356491,83.881897,-8.183428,61.758377,0.738070,1.075379,0,0,1,0
61,-109.988548,113.254387,-27.640541,25.363211,-22.686590,1.043890,0,0,0,0
62,-77.497917,41.899311,-0.653750,45.723503,-13.857910,6.117974,0,0,1,0
63,-79.667511,95.385880,-58.222748,24.799166,-21.809532,0.814521,0,0,0,0
64,-151.390823,113.852875,22.501648,19.057213,19.798895,2.430818,1,0,1,0
65,-122.781120,129.846191,29.428513,35.774384,27.739906,1.370183,1,0,0,0
66,-198.494247,105.442917,74.560730,21.362114,-4.077060,0.458896,1,0,0,1
67,-188.831039,108.073845,-0.663264,21.792271,25.325901,0.460925,0,0,0,0
68,-131.714951,109.594261,4.544716,23.742344,-10.442390,0.568960,0,0,0,1
69,-165.079941,118.953415,29.184212,40.896584,-3.909013,0.396399,0,1,0,0
70,-55.169022,2.693727,31.648087,30.225090,-17.941561,0.561238,1,0,0,1
71,-232.204346,18.508680,21.806686,69.551468,3.157056,0.107327,0,0,1,0
72,-111.885101,28.862047,19.479740,9.361567,-14.508357,1.344368,0,0,0,1
73,-116.141273,114.330681,-2.088682,15.972267,1.033742,1.394804,0,0,0,0
74,-206.933563,38.601852,30.611113,69.729286,-6.370087,1.845816,1,0,0,0
75,-51.126110,5.216390,10.606688,35.771225,-29.402662,3.998607,0,0,0,0
76,-169.948654,76.606415,-9.268111,27.725508,-11.401505,1.332302,1,1,0,0
77,-79.150459,53.414970,51.191303,88.812386,-17.322756,0.597922,0,1,0,1
78,-119.630096,133.118835,-46.171642,35.387535,35.948879,0.785801,0,1,1,0
79,-86.324783,83.893265,-11.996571,85.876190,6.006852,0.193139,0,0,0,1
80,-110.496353,-27.903503,25.976795,48.754517,-30.962540,1.254436,0,0,1,1
81,-134.072510,119.126816,-3.837539,57.794388,24.953892,0.598566,0,0,0,0
82,-258.820557,12.313862,-5.702506,40.723373,5.167673,1.209232,1,0,0,0
83,-116.982170,71.856377,34.641884,63.767391,7.414428,0.366369,0,0,0,0
84,-198.259720,107.128571,35.282246,35.171223,-6.599856,0.638512,0,0,1,0
85,-113.386604,90.232254,32.401791,47.607666,7.677823,0.511461,0,1,0,1
86,-145.249237,156.874420,7.335843,31.016933,42.191246,0.294714,0,1,0,1
87,-118.814224,114.859024,29.138708,54.615471,-1.409060,0.349579,1,0,0,0
88,-115.226250,114.763992,17.577293,52.279434,3.481870,0.306778,1,0,0,1
89,-142.144531,133.125946,-2.808531,58.809746,42.844666,0.490087,0,0,0,0
90,-199.927109,89.343567,-7.027055,-0.555173,8.980244,0.532230,0,0,0,1
91,-106.502548,133.079895,5.360080,52.452126,-22.217764,0.655917,0,0,0,0
92,-163.166382,88.446747,18.879345,40.794029,-18.974083,1.219497,1,1,0,0
93,-57.293201,57.026665,20.408880,68.628571,-19.466942,0.750977,0,1,0,0
94,-22.222492,23.813246,24.359299,28.295803,-18.514374,1.606130,1,0,1,1
95,-165.832489,108.007584,5.784100,64.345154,38.995689,0.313836,0,0,0,0
96,-111.133507,121.124771,-34.322517,39.721916,29.860291,1.206175,1,1,0,0
97,-102.752716,103.049835,45.676178,48.318306,-24.169325,0.298274,0,0,1,0
98,-67.717354,99.034637,-8.326438,20.755590,-21.144218,0.994745,1,1,0,1
99,-92.528236,146.432480,6.245896,34.291809,6.694476,0.224968,0,0,1,0
