subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,spec_con0,spec_con1,spec_con2,spec_con3,spec_con4,spec_con5,zrc,lane0,lane1,lane2,lane3
0,-126.259125,117.207520,-13.990150,23.722961,-5.908059,0.971266,0.164657,11.747030,7.923036,11.518439,14.509766,13.019389,14.995716,0.044922,1,1,0,1
1,-31.590300,92.498611,8.264965,43.192451,3.238863,0.991272,0.216902,20.816547,9.084881,12.299814,11.856094,15.161359,14.829642,0.127930,0,0,0,0
2,-48.219780,104.223114,5.285402,42.811440,-1.167453,1.091142,0.231312,16.731718,10.134279,16.353795,12.423643,12.959730,16.493029,0.063477,0,0,0,0
3,-58.047836,119.550491,-8.651489,45.135956,-7.223221,0.860319,0.191702,19.641618,6.460091,14.545588,19.549987,13.024927,14.722836,0.067383,0,0,0,0
4,-72.410378,131.132874,-18.559025,52.910980,-3.619649,0.812336,0.165899,12.701223,16.765969,9.650833,22.578757,15.336953,16.220245,0.057129,0,0,0,0
5,-74.564835,137.109863,-18.547577,45.308586,-6.368423,0.697396,0.180021,17.978103,4.000097,9.905016,14.909152,14.017367,16.483679,0.045898,0,0,0,0
6,-84.949875,136.652786,-16.085865,42.764046,-10.169610,1.028283,0.154047,10.864877,9.678208,17.457982,15.165040,17.605556,13.953331,0.050781,0,0,0,0
7,-88.413429,151.787277,-26.353397,50.026260,-14.894200,0.947934,0.164296,13.503577,9.045401,9.321243,26.298925,17.658019,16.721003,0.048828,0,0,0,0
8,-80.608284,148.717133,-16.419098,44.510448,-10.744183,0.860076,0.191162,9.834350,13.025746,15.018790,13.948218,14.752411,16.268680,0.036133,0,0,0,0
9,-82.518311,138.377991,-18.677368,42.152664,-3.205375,1.114634,0.170890,12.034197,8.333607,14.891076,15.217601,13.624674,16.094359,0.054688,0,0,0,0
10,-86.240379,141.809906,-15.425402,44.895805,-2.578684,0.987423,0.168617,23.414019,8.401260,10.514552,18.684218,13.815209,17.132108,0.040039,0,0,0,0
11,-84.860405,145.803589,-17.048225,41.680508,-4.357219,0.611216,0.155661,12.101617,10.032344,10.938640,15.633480,15.129745,14.321356,0.060059,0,0,0,0
12,-87.759926,139.888824,-20.334385,33.566784,-7.584043,0.772448,0.148689,12.035142,9.386177,11.161067,16.607446,18.351945,14.244157,0.052246,0,0,0,0
13,-107.143250,139.062622,-36.942329,44.176342,-7.145506,0.663677,0.121646,14.386766,10.681947,14.296312,18.915978,17.417576,19.739184,0.065918,0,0,0,0
14,-102.946968,151.888336,-29.720627,38.948395,-11.971184,0.820349,0.125074,8.584243,7.944060,7.117279,14.139079,14.783516,16.273120,0.057129,0,0,0,0
15,-96.174927,154.722580,-23.862305,47.014805,-15.541908,0.906705,0.156555,13.262689,8.853883,10.587775,18.692161,13.452613,19.096512,0.046875,0,1,0,0
16,-82.282776,152.472961,-26.808044,29.250988,-8.193512,1.200887,0.152126,13.895366,5.678892,11.919592,17.509458,19.219944,18.597969,0.058594,0,0,1,0
17,-86.958916,151.652863,-24.780775,20.982092,-19.210752,1.212992,0.166496,19.664775,4.859845,16.552632,20.499451,15.998763,18.886513,0.055176,0,0,0,0
18,-89.418823,151.119644,-23.830742,23.227459,-16.430342,1.024245,0.149679,20.125383,8.670060,11.125494,26.386185,17.530627,18.524455,0.061035,0,0,0,0
19,-92.898384,149.715332,-21.404400,36.773918,-13.024263,0.444078,0.141312,11.410489,8.479840,15.789499,14.235641,15.597537,17.839819,0.059570,0,0,0,0
20,-101.695496,159.620850,-24.510216,36.208969,-9.426048,0.593073,0.167846,17.947879,7.510193,15.662466,18.120246,14.758577,18.188092,0.038574,0,0,0,0
21,-94.381943,144.011475,-15.329140,24.473888,-0.830110,0.682277,0.147501,10.358114,13.840609,14.044543,17.829336,15.785062,19.196012,0.050781,0,0,0,0
22,-101.214882,145.670090,-18.940269,29.786516,-4.368150,0.685863,0.131738,22.839381,9.443819,11.548204,19.185142,16.297583,18.895837,0.055176,0,0,0,0
23,-98.967819,146.095444,-10.183334,32.189346,2.023296,0.898242,0.148663,13.586595,12.060306,15.195405,14.986378,15.493002,19.012904,0.043457,0,0,0,0
24,-98.333923,141.992706,-14.747416,31.211817,3.673987,0.998586,0.148056,18.782064,6.702096,13.510841,13.416433,16.841001,18.624829,0.049316,0,0,0,0
25,-109.525459,136.299347,-18.781343,28.874866,0.624203,0.711578,0.124317,16.704576,9.891813,8.631671,14.781012,18.854975,16.826156,0.050293,0,0,0,0
26,-101.552757,145.863480,-16.727198,24.230461,-3.041070,0.667638,0.138037,14.061508,8.235838,15.488012,16.722913,16.267060,19.781835,0.056641,0,0,0,0
27,-99.589325,146.182983,-16.986168,26.586433,3.821166,0.827298,0.150468,14.162591,7.106093,15.408196,19.863104,16.295759,17.173119,0.053711,0,0,0,0
28,-105.328072,136.817352,-11.905903,20.142832,3.684304,0.833408,0.146852,17.059566,10.801531,19.564613,18.371770,16.279848,17.460730,0.047852,0,0,0,0
29,-101.037949,141.620575,-20.560740,29.420065,5.924564,1.079394,0.143615,11.408395,11.581327,18.765749,18.073831,16.320053,19.741171,0.052246,0,0,0,0
30,-103.841202,153.967087,-17.114498,36.883465,-16.146229,0.908177,0.151514,23.875058,8.394533,15.351033,12.167021,14.575197,16.642705,0.054688,0,0,0,0
31,-104.185333,146.082764,-18.293896,26.159674,-4.108558,0.842869,0.135606,13.318277,6.426250,14.696241,20.287297,14.909388,19.870370,0.058105,0,0,0,0
32,-118.243805,145.572113,-27.158758,32.554501,-13.467548,1.021573,0.122472,20.800224,9.366309,16.283446,23.705995,17.590537,16.225509,0.051758,0,1,0,1
