subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,spec_con0,spec_con1,spec_con2,spec_con3,spec_con4,spec_con5,zrc,lane0,lane1,lane2,lane3
0,-286.971680,86.244003,34.132149,68.083069,-9.454966,0.617529,0.052070,16.449093,17.024722,22.312657,21.793110,21.744527,20.496472,0.028809,1,1,0,0
1,-203.610321,174.144989,-22.665916,2.652366,-3.146201,0.487533,0.088542,21.644541,6.697443,22.728394,19.997428,20.511040,21.575120,0.048828,0,0,0,0
2,-199.455719,166.943588,4.393436,-1.999992,-27.666430,0.408167,0.102257,22.181739,9.588580,16.242633,21.119492,21.642872,21.093072,0.040527,0,0,1,0
3,-200.688568,153.446167,6.338793,11.044250,-22.881662,0.837756,0.089345,20.831375,7.472408,13.450790,18.510648,19.037599,18.467397,0.032715,0,0,0,0
4,-229.705490,165.839447,-14.607450,-6.794425,-9.841465,0.331865,0.084029,24.571012,10.535123,22.793969,26.278175,19.699022,23.463663,0.039551,1,0,0,1
5,-164.379211,128.883652,2.369083,15.246971,-34.810421,0.753814,0.130401,11.657185,12.212800,18.826853,28.660138,23.751792,19.125152,0.039062,0,0,0,0
6,-209.140488,158.882660,4.626390,2.873552,-30.026047,0.605133,0.092335,22.668268,7.321028,19.812670,24.409432,17.606015,18.562828,0.041016,0,1,0,0
7,-174.641388,138.892975,-10.292211,-4.262152,-51.073532,0.540905,0.114317,16.767010,9.540001,17.872134,19.493831,28.999450,21.157754,0.047852,0,0,0,0
8,-218.629013,157.226288,-26.017267,-4.122176,-11.261076,0.651837,0.064228,17.776715,5.487485,17.607155,27.331977,20.158314,25.356379,0.051270,0,0,1,1
9,-154.745010,139.321823,-3.554246,1.572873,-36.829460,0.693708,0.171050,15.736418,5.989688,14.679724,27.774387,21.102272,21.180021,0.040039,0,0,0,0
10,-188.137482,156.566101,-26.033562,-12.111499,-35.955719,0.563596,0.137864,13.729609,8.176300,19.615333,31.807988,18.116306,21.979775,0.041504,0,1,0,0
11,-159.240448,144.280579,-6.310481,3.879235,-40.548809,0.499529,0.132132,10.172394,9.292146,16.304454,23.374142,26.134401,22.221662,0.039551,0,0,0,0
12,-197.384216,149.859802,-8.408372,-14.247498,-32.946373,0.397914,0.102922,16.600348,7.094114,21.433672,25.164853,24.127521,21.423614,0.040039,1,0,1,0
13,-154.182816,142.157654,-10.972822,13.932295,-44.879395,1.009824,0.158149,9.392540,14.686805,20.200483,24.009516,26.260087,18.917194,0.044922,0,0,0,0
14,-175.153641,149.647247,-11.913600,2.729167,-34.114452,0.496675,0.111870,17.722134,17.221278,14.911105,22.743015,23.250338,18.922455,0.045410,0,1,0,0
15,-165.518158,143.910385,-18.015284,-0.567315,-53.091297,0.460302,0.134915,11.806119,19.840442,15.082292,18.591540,26.529855,16.060552,0.042480,0,0,0,0
16,-190.968079,143.061523,-1.374885,5.549361,-26.052876,0.546828,0.076931,20.390733,13.726160,21.050022,23.810532,22.910342,21.195868,0.055664,0,0,1,1
17,-182.044662,183.248627,-14.261528,2.631903,-10.371681,0.638734,0.097680,26.162082,9.196680,20.170253,19.023640,18.489444,18.685125,0.038086,0,0,0,0
18,-179.091888,171.589294,3.936086,2.405933,-23.385277,0.632418,0.116709,14.822632,7.313675,15.889799,24.708064,21.405252,18.945207,0.040039,0,1,0,0
19,-193.697021,149.176285,7.348062,20.645157,-17.335680,0.423664,0.107252,20.097907,9.310965,19.206955,28.452752,19.831722,17.643268,0.030273,0,0,0,0
20,-213.689575,180.662628,-5.526090,-0.819651,-12.012140,0.682454,0.091335,17.510909,7.850294,17.408593,26.401905,24.036039,18.268991,0.039062,1,0,0,1
21,-159.353180,137.752472,0.359469,22.425797,-39.245018,0.707618,0.174862,27.590925,19.456622,17.583495,19.389854,18.233477,18.340629,0.039062,0,0,0,0
22,-192.515732,166.028992,-13.906818,8.102242,-23.775639,0.571038,0.117655,20.645466,13.629733,13.120784,22.934681,23.146146,18.193273,0.033691,0,0,1,0
23,-167.150558,149.351776,-12.800375,12.059109,-33.033447,0.945741,0.129749,12.478038,11.854719,14.342808,22.908857,21.217021,20.046859,0.038086,0,0,0,0
24,-236.850037,156.005859,-15.840370,3.395443,-5.256278,0.429710,0.064526,17.424330,12.819710,14.091791,18.224271,20.815253,21.444827,0.034668,1,1,0,0
