mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
-1.490488,-1.725703,0.404409,-1.722366,-2.353749,3.986985,-2.052304,1,0,1,1
0.589089,-0.920138,1.385534,0.420065,0.560571,0.429084,0.883490,0,0,0,0
0.400278,-0.631936,1.339632,0.327993,0.366681,-0.125072,0.152746,1,1,0,0
0.423466,-0.689274,1.295760,0.188509,-0.089886,-0.517340,-0.570803,0,0,1,1
-0.388754,-2.297931,-0.001906,-1.372693,-1.519312,-0.276745,-1.695621,1,1,0,0
-0.659260,-0.781617,0.681505,-0.954678,-1.138388,-1.456522,-1.639243,0,0,0,0
-1.072141,-1.165992,-0.257814,-2.316275,-1.159264,0.371071,-2.129023,0,1,1,0
-0.600667,-0.062379,0.314091,-0.865059,-0.759710,0.536949,-1.721141,0,0,0,0
-1.063659,-0.515109,-0.661241,-1.645070,-1.361667,0.326873,-1.999543,0,0,1,1
-0.760386,1.924654,-1.469887,0.072925,1.386534,0.003459,0.041235,0,0,0,0
-0.767473,1.910616,-1.257531,-0.594176,1.055405,0.515987,0.006433,0,1,0,0
-1.756768,0.966902,-0.381935,0.501749,2.112832,-1.082171,-0.787420,0,0,0,0
-5.186783,-2.778230,2.034680,-2.267399,1.048003,-2.611822,-2.524819,0,0,1,0
-1.247263,1.591602,0.331180,-0.304345,-0.038860,-1.276483,0.290945,0,0,0,0
-5.170548,-2.573909,2.781843,-1.055614,2.241563,-2.550046,-2.317166,1,1,0,1
0.795360,-0.528742,0.930718,0.261849,0.206551,0.408553,-0.019121,0,0,0,0
0.595294,-0.509604,1.273338,0.471753,0.278013,0.032828,0.028109,0,0,0,0
0.338499,-0.303099,1.914162,0.891384,-0.195120,0.545302,-0.255584,0,0,0,0
-0.948747,-1.510917,0.756750,-0.471216,-0.021297,-0.170346,-1.938409,0,0,1,0
-0.278831,-1.348141,0.439120,-0.068184,0.207112,0.700840,-1.510975,0,1,0,0
-0.326841,-1.056246,0.128638,-0.935470,0.041954,1.025427,-1.602535,1,0,0,0
-0.579394,-1.039873,1.088403,-0.003046,0.128436,0.565137,-1.710997,0,0,0,0
-1.660667,-0.218164,-0.474375,-0.502903,0.884762,1.296072,-2.140514,0,0,1,0
-0.425572,-0.672763,0.202604,0.268172,0.369449,0.190909,-1.576708,0,0,0,0
-1.046651,-0.192771,0.102911,-0.847877,1.008516,-0.251038,-1.938765,1,1,0,0
-0.696635,1.412741,-2.162403,-0.447978,1.326410,-1.098131,-0.418295,0,0,0,0
-0.679846,1.827919,-1.763083,-0.427288,0.727824,0.136780,-0.110621,0,0,0,1
-1.027316,-1.608488,0.429864,1.175008,0.632403,-1.643386,-1.470759,0,0,0,0
-4.724172,-1.114122,4.284579,-0.116562,2.394175,-2.452403,-2.455749,1,1,0,0
-1.330680,-0.101290,-1.384915,0.637437,1.042159,-1.820319,-0.369915,0,0,0,0
-5.278128,-2.961546,2.259853,-1.577503,1.807234,-2.650737,-2.488733,1,0,1,1
