mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
-499.010437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,0,1,1,1
-255.425507,222.082123,39.938347,1.239097,24.952988,3.987007,0.335639,0,0,0,0
-280.250183,213.075851,53.805977,-2.995236,12.965578,0.335746,0.302219,0,0,0,0
-275.118408,218.111389,52.498211,-7.829698,15.539253,0.973190,0.260324,0,0,0,0
-278.757935,220.035706,61.505630,-2.192602,19.136200,0.327750,0.243981,0,0,0,0
-271.785309,219.433014,49.195591,-7.869024,24.261806,0.661312,0.192939,0,0,0,0
-271.627625,209.636230,35.268639,-8.122087,22.684330,0.667133,0.146433,0,1,0,0
-257.836731,215.508209,26.013237,-9.529560,29.965492,0.768218,0.143254,0,0,0,0
-265.141052,217.592255,39.222664,-5.190440,29.708652,0.519601,0.177646,0,0,0,0
-271.490204,210.886475,38.704948,-3.417660,26.955528,1.129863,0.189771,0,0,0,0
-273.422058,210.707443,39.731705,-2.410625,32.031315,0.468540,0.149011,0,0,0,0
-281.542297,208.943634,46.623558,-3.260691,25.992455,0.765212,0.121233,0,0,0,0
-282.182373,200.175018,33.722786,-5.273637,28.048687,0.458991,0.142596,0,0,1,0
-252.205231,215.814941,27.866182,1.644419,26.805637,1.018841,0.192950,0,0,0,0
-265.678192,209.389008,33.289299,4.235033,31.531311,0.325723,0.144494,0,0,0,0
-270.636475,211.502350,36.633640,-6.905116,22.273291,0.785858,0.139589,0,0,0,0
-264.676910,218.258118,40.846699,-3.892511,26.625797,0.575929,0.141943,0,0,0,0
-275.681671,209.446136,39.654327,-4.037676,30.285498,0.873039,0.120847,0,0,0,0
-274.317993,207.149994,40.197933,3.501870,30.643934,1.203001,0.143343,1,0,0,0
-254.350479,218.397079,31.844727,5.254542,41.503220,1.434178,0.186974,0,0,0,0
-258.246735,216.368988,33.129974,2.870512,33.676117,0.810796,0.148768,0,0,0,0
-261.532501,212.452042,33.341431,5.280159,32.298939,0.850858,0.105715,0,0,0,0
-273.001465,212.074295,43.755581,2.004581,27.964603,0.338966,0.137469,0,0,0,0
-275.085205,210.176758,41.947628,-1.115299,27.758753,0.809391,0.221231,0,0,0,0
-273.794281,211.626129,41.939110,-4.156631,23.986523,0.709784,0.198427,0,1,0,0
-248.365402,213.260040,17.906693,-0.771152,35.156548,1.535632,0.168873,0,0,0,0
-254.368668,214.938171,27.238544,2.564240,36.683475,0.969781,0.164896,1,0,0,0
-254.729553,218.317505,29.151741,1.067134,46.324921,0.802892,0.210415,0,0,0,0
-264.222839,212.679443,31.729998,-2.898059,34.663673,0.375657,0.148760,0,0,1,0
-248.945740,222.406296,29.023083,-4.608562,27.885201,1.418329,0.164542,0,0,0,0
-264.248688,211.758835,33.577400,1.640374,31.606640,0.364259,0.201115,0,0,0,1
-238.551208,216.906616,15.592043,-6.624646,13.059209,1.881596,0.175552,0,0,0,0
-252.102310,215.558105,22.602245,-8.813022,19.867514,0.577458,0.181137,0,1,1,0
-229.720581,219.573181,2.676575,-12.057012,22.017010,0.425836,0.149502,0,0,0,0
-239.897278,223.258881,21.536318,-7.862602,20.500526,0.408148,0.149203,0,0,0,0
-246.238541,219.025970,19.701843,-10.063086,22.259253,0.486098,0.147591,0,0,0,0
