mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,lane0,lane1,lane2,lane3
-313.266113,80.435516,-54.215446,-17.107712,-7.786839,0.693820,0.022254,0,0,1,0
-240.306870,112.223816,-65.947876,-3.309410,-16.768269,0.350722,0.073905,0,0,0,0
-278.869537,106.018379,-52.772507,-19.445215,-10.560785,0.750464,0.051462,0,0,0,0
-291.550385,109.965958,-40.635353,-22.411182,-8.662100,0.597715,0.045903,0,0,0,0
-250.898178,103.433556,-71.813492,3.226359,4.345562,0.603874,0.044262,1,0,0,0
-226.730133,107.643486,-84.781296,-6.513253,-10.962986,0.801777,0.061711,0,0,0,0
-259.224274,105.653564,-65.874283,-8.837971,-6.755076,1.013345,0.043643,1,0,0,0
-217.170074,106.094330,-80.979065,7.397616,-12.748088,1.687865,0.089717,0,0,0,0
-240.743134,121.119583,-67.542847,-7.083847,5.627782,0.999881,0.056167,0,0,0,0
-256.702423,107.227951,-72.153351,-17.768623,1.031283,0.976738,0.070080,0,0,0,0
-249.973404,107.343643,-71.441635,-17.987329,-10.412303,0.853696,0.070205,0,0,0,1
-228.662125,106.638329,-92.976906,-15.155385,-8.976983,0.700509,0.060346,0,0,0,0
-225.073441,124.052170,-87.190750,-18.796604,7.364331,0.595000,0.050685,0,0,0,1
-190.530960,128.844971,-102.832382,-20.473255,-6.999460,1.112370,0.103789,0,0,0,0
-211.225571,124.363274,-91.893494,-22.499119,-4.885175,1.106556,0.089392,0,0,1,0
-163.708298,133.679932,-94.354233,-9.550108,-30.090570,1.005652,0.077657,0,1,0,0
-162.378632,118.231491,-87.820824,26.377495,-20.419168,1.281669,0.090904,1,0,0,0
-162.564117,142.166229,-106.706131,-0.915046,4.677355,0.483890,0.118478,0,0,0,0
-183.708191,131.918457,-106.390411,-15.372124,-5.351344,0.845329,0.113170,0,0,0,0
-161.122467,144.856110,-109.085190,-9.593924,-4.315183,1.134352,0.094696,0,0,0,0
-167.085205,136.232178,-99.405571,9.347262,0.605362,1.572408,0.098075,0,0,1,0
-162.550217,155.727417,-96.027794,-8.802402,-0.166178,0.468642,0.101354,0,0,0,0
-150.411224,120.484619,-96.051544,15.946590,-24.641685,1.412921,0.100864,0,0,1,0
-157.301880,146.181549,-105.448898,-8.327709,-3.399236,0.699152,0.097846,0,0,0,0
-184.807343,139.840973,-87.671623,1.132331,7.257391,0.841862,0.076905,0,0,0,0
-181.541168,139.402847,-91.685333,-0.848176,3.690206,0.547413,0.074078,0,0,0,0
-162.286331,139.332336,-90.681732,3.248891,-16.652233,0.673313,0.080563,1,0,0,0
-152.891418,144.203461,-102.000809,-0.529609,-12.187243,0.775907,0.098868,0,0,0,0
-186.818909,148.508575,-81.945236,-12.512416,-7.192942,0.602782,0.064678,1,0,0,0
-141.812546,141.293671,-111.148499,14.330036,-7.730609,0.702969,0.108178,0,0,0,0
-152.650620,138.845322,-99.626503,13.844090,-11.568424,1.004205,0.093010,0,1,0,0
-125.835411,150.170593,-99.073410,15.153457,-17.156458,0.936495,0.110560,0,0,1,0
-162.344711,149.798950,-77.698029,10.106368,-16.608801,0.981965,0.073614,0,0,0,1
-156.301300,153.086197,-89.251968,7.842514,-0.333551,1.406234,0.122364,0,0,0,0
-186.016663,147.876434,-83.511536,-0.634079,8.013700,1.074857,0.079930,0,0,0,0
-195.587585,142.168488,-80.972977,-2.244140,4.219276,0.902989,0.070862,0,0,0,0
-180.204056,126.158905,-81.239502,13.957335,-20.827835,0.698711,0.074072,0,1,0,0
-186.955231,142.722900,-82.119560,-4.491930,-6.606296,0.859791,0.083042,0,0,0,0
-210.624771,135.394775,-77.805443,-9.174994,1.283695,0.690309,0.054845,0,1,0,0
-186.238235,134.831818,-84.908035,0.161435,-15.371492,1.082730,0.118716,0,0,0,0
-209.797623,141.465836,-70.480789,-4.877024,4.233912,0.463729,0.076715,0,0,0,0
-209.798111,143.449905,-73.089180,-22.163670,-8.970004,0.813742,0.090733,0,0,0,0
-209.012070,127.990814,-79.998718,-14.391594,-14.032305,0.960415,0.077027,0,0,0,1
-216.683533,128.211014,-79.922226,-15.793350,-5.009932,0.701016,0.078112,0,0,0,0
-229.475800,133.413483,-64.466316,-12.662300,-0.934320,0.586823,0.052434,0,0,0,1
-171.605118,152.942963,-82.710602,-15.740652,-17.452400,0.688650,0.127051,0,0,0,0
-211.067093,139.888321,-84.311066,-33.887291,-3.746255,0.615457,0.101512,0,0,1,0
-154.600998,134.968628,-91.467331,2.139240,-33.962280,0.829511,0.111547,0,1,0,0
-192.367401,136.911789,-74.470306,-3.763140,-15.642719,0.465999,0.064419,1,0,0,0
-153.358398,153.170074,-93.040665,-5.432680,-21.866470,0.993768,0.115385,0,0,0,0
-172.520844,139.527786,-101.613823,-9.006056,-13.845325,0.662654,0.103143,0,0,0,0
-172.858932,143.380554,-97.175911,-6.010234,-14.607323,0.917419,0.076703,0,0,0,0
-198.029907,140.047485,-72.889412,-1.253297,-8.550033,0.792345,0.069744,0,0,1,0
-157.168991,160.637939,-88.765427,-6.882666,-5.377775,0.898396,0.129641,0,0,0,0
