subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,lane0,lane1,lane2,lane3
0,-248.778229,-13.203519,-33.583164,48.932053,-30.993141,1.225681,1,0,0,0
1,-161.205704,29.379705,-27.393669,72.150848,-28.872519,0.457159,0,0,0,0
2,-161.138016,33.864021,-38.129631,55.390785,-38.125259,0.795263,0,0,0,0
3,-205.801132,63.632713,-47.208355,44.079262,-29.537535,1.283834,0,0,0,0
4,-212.331589,56.170975,-48.560207,47.886383,-15.141199,1.010478,0,0,0,1
5,-168.925125,36.483612,-50.723244,49.668480,-20.063927,1.238001,0,0,0,0
6,-157.243774,38.333721,-54.276093,45.191608,-29.131065,1.056316,0,0,0,0
7,-163.083679,20.934105,-48.203949,55.142277,-13.884093,0.892416,0,0,0,0
8,-153.935318,31.799709,-52.936226,51.026337,-26.808277,1.048590,0,1,0,0
9,-139.698364,28.996571,-70.597046,58.543888,-42.637215,1.329476,0,0,0,0
10,-147.506531,15.155825,-71.428909,62.253838,-36.292591,0.861523,0,0,0,0
11,-108.874504,60.459576,-82.266403,75.153244,-46.532150,1.065235,0,0,0,0
12,-93.823601,60.695930,-103.549179,33.942848,-56.754761,0.647500,0,0,0,0
13,-66.439445,70.415482,-54.753876,52.938663,-41.948067,0.751749,0,0,0,0
14,-87.520172,64.965057,-55.670738,40.662003,-39.376221,0.794999,0,0,0,0
15,-113.027756,81.959793,-68.073822,40.269203,-55.715996,0.632734,0,0,0,0
16,-146.118317,82.809052,-60.299736,46.478489,-43.503693,0.580386,0,0,0,0
17,-109.881538,74.566200,-48.796394,31.817421,-38.841618,0.885973,0,0,0,0
18,-129.683685,95.621651,-56.045456,43.506870,-38.300949,0.986614,0,0,0,0
19,-126.812126,83.984314,-54.048538,28.031597,-43.406002,0.860318,0,0,0,0
20,-126.684410,87.109512,-72.708557,61.160492,-26.033840,1.024122,0,0,0,0
21,-77.285011,81.737419,-37.004898,15.009142,-20.190033,0.870867,0,0,0,0
22,-135.510315,89.213501,-63.406723,15.679313,-26.298946,0.600135,0,0,0,0
23,-126.424011,97.964989,-22.059204,11.521919,-31.805489,1.466526,0,0,0,0
24,-108.256767,61.196926,-31.378586,35.834335,-54.790802,0.781039,0,0,0,0
25,-95.916397,66.241653,-12.563496,5.740961,-52.116600,0.629572,0,0,0,0
26,-102.539093,16.171595,10.572115,4.344401,-45.490524,1.046844,0,0,0,0
27,-126.871696,91.707199,-35.623199,4.594666,-32.077324,0.435389,0,0,0,0
28,-145.420456,83.858345,-42.245575,4.524357,-42.472290,0.823492,0,0,0,0
29,-143.683594,96.394760,-32.237164,15.722190,-41.062695,0.646489,0,0,0,0
30,-153.514160,93.486649,-29.180046,20.155682,-27.969440,0.897563,0,0,0,0
31,-220.078369,136.248993,-28.982380,20.164295,6.192561,1.016865,0,0,0,0
32,-218.578018,128.845703,-39.214890,20.428011,0.688258,0.666623,0,0,0,0
