subbeat_idx,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,onset,rms,spec_con0,spec_con1,spec_con2,spec_con3,spec_con4,spec_con5,zrc,lane0,lane1,lane2,lane3
0,-488.034607,10.600592,10.562288,10.498652,10.409991,0.144016,0.005787,16.310957,5.404408,17.539261,16.583620,8.815927,15.963678,0.193359,1,0,0,1
1,-24.328968,84.483421,-20.049797,42.940430,-2.840922,1.064542,0.239627,19.794896,7.191460,16.925028,12.263537,20.613676,16.397668,0.113281,0,0,0,0
2,-28.354273,77.618729,-24.361866,57.580994,-18.616470,1.113773,0.190407,22.741284,6.638893,19.470914,19.908820,19.979360,21.591623,0.166992,0,0,0,0
3,-37.528885,68.241913,-17.021864,39.785725,-8.734000,0.906582,0.156883,19.103610,7.713704,20.008934,21.130726,16.021899,18.090715,0.167480,0,0,0,0
4,-58.195656,87.983322,-41.365738,56.490528,-15.054117,0.926920,0.144552,32.344206,13.827451,17.416678,15.559522,17.140944,17.273792,0.144531,0,0,0,0
5,-59.683876,96.123825,-44.520119,50.939796,-22.846205,0.654661,0.137930,18.023646,10.695706,10.446839,11.135154,16.611551,18.193748,0.140625,0,0,0,0
6,-77.846970,106.507736,-51.171959,48.456459,-20.552372,0.802236,0.115825,21.006009,5.806618,18.076265,15.650031,17.134581,16.196273,0.128906,0,1,0,0
7,-68.342079,88.533272,-10.016676,21.220394,-3.700376,0.707567,0.156455,31.823960,7.177907,16.545301,15.223120,13.255221,14.732181,0.083496,0,0,0,0
8,-92.693329,148.666611,-43.182186,46.959953,-13.616734,0.762013,0.170408,29.899478,8.463597,15.239347,12.353833,17.218268,16.597414,0.062500,0,0,0,0
9,-98.266144,119.199875,-39.469093,39.475143,4.234941,0.583342,0.178205,22.580096,10.186560,20.876560,18.560872,16.652446,15.970718,0.055176,0,0,0,0
10,-106.920982,143.963257,-50.659126,41.798233,-4.421267,0.851491,0.158721,24.233517,8.176206,19.384620,17.615688,17.849160,20.204769,0.058105,0,0,0,0
11,-76.791260,106.487305,-13.712496,9.027052,10.115567,0.478303,0.158674,22.596070,14.357152,21.854267,14.799903,16.567556,14.183643,0.084473,0,0,0,0
12,-123.573692,159.705902,-60.209671,35.063065,1.311787,1.056025,0.149077,27.395646,9.378117,16.165818,15.815804,12.780552,15.450593,0.052734,0,0,1,0
13,-106.198036,133.538727,-27.185631,28.681747,9.957534,0.436301,0.200190,24.846915,11.711785,15.116754,16.522016,20.339964,15.609926,0.054199,0,0,0,0
14,-145.694519,169.021393,-48.047409,38.477463,16.178207,0.689848,0.161713,24.368571,8.547180,19.750054,18.155023,21.769645,17.334040,0.050781,0,0,0,0
15,-80.858116,87.274536,4.489313,13.155138,9.735069,0.707290,0.156071,29.289241,7.739417,18.123471,16.264163,18.797297,16.205370,0.136719,0,0,0,0
16,-129.112213,170.046005,-50.283882,34.936890,18.043648,0.834100,0.168671,24.487970,10.910272,17.523140,13.783059,19.318843,17.105487,0.049316,0,0,0,1
17,-115.270920,146.159576,-40.930630,21.308619,15.845942,0.680396,0.180437,21.610409,8.209474,17.753346,15.296629,16.377201,16.928874,0.038086,0,0,0,0
18,-145.368378,176.100220,-63.966148,27.094217,12.781445,0.782638,0.128413,17.297418,12.816261,20.421274,12.138928,15.925351,15.349815,0.046387,1,0,0,0
19,-75.369370,109.076370,-3.276448,15.071386,16.317377,0.727796,0.175843,19.101704,8.126129,25.053928,11.864086,17.881281,15.574088,0.091797,0,0,0,0
20,-125.530594,183.990631,-51.491867,27.703003,9.477227,0.796216,0.171114,22.228097,7.646261,16.030193,15.786868,18.466707,17.080471,0.044922,0,0,0,0
21,-100.736359,131.744614,-16.276268,9.883577,2.831186,0.539242,0.168970,29.196236,6.357411,18.475019,16.514214,15.172964,15.841600,0.060547,0,0,0,0
22,-143.577744,183.364868,-55.410427,29.355648,14.411917,0.476405,0.136515,18.724175,7.574442,14.191565,15.188949,19.814366,16.932645,0.046875,0,1,0,0
23,-91.722397,100.696686,-6.047787,-0.970152,7.581686,0.651496,0.169005,19.999758,13.514151,20.874909,14.315027,14.706680,15.689898,0.087402,0,0,0,0
24,-145.377579,169.530121,-48.434425,22.877407,32.141884,0.710696,0.157997,19.591944,18.095288,21.861437,15.380005,16.649082,15.747212,0.062012,0,0,1,0
